#1:x 2:y 3:z 4:n.x 5:n.y 6:n.z
0.315782 -0.0766848 -0.389185 0.2534 -0.109796 -0.636804
0.327221 -0.0690001 -0.3815 0.274035 -0.109457 -0.616508
0.330433 -0.0496681 -0.381699 0.2815 -0.0801046 -0.638396
0.332711 -0.0301561 -0.381719 0.289814 -0.0494018 -0.660784
0.333894 -0.0102099 -0.381304 0.299142 -0.0169835 -0.683875
0.345703 -0.0683594 -0.380859 0.295129 -0.107763 -0.597108
0.345703 -0.0488281 -0.380859 0.302927 -0.0792756 -0.617797
0.35793 -0.0656384 -0.378138 0.315422 -0.107791 -0.576786
0.367108 -0.0690556 -0.362024 0.316198 -0.107669 -0.576133
0.360381 -0.0480281 -0.380059 0.324779 -0.0787179 -0.596504
0.369965 -0.0496079 -0.362108 0.324779 -0.0787179 -0.596504
0.345703 -0.0292969 -0.380859 0.311763 -0.0490865 -0.63915
0.345703 -0.00976563 -0.380859 0.321752 -0.0169085 -0.661339
0.3622 -0.028953 -0.380515 0.33428 -0.0485014 -0.617218
0.371908 -0.0300561 -0.362087 0.33428 -0.0485014 -0.617218
0.363126 -0.00966532 -0.380759 0.344873 -0.0166605 -0.638467
0.37291 -0.0101345 -0.361697 0.344873 -0.0166605 -0.638467
0.153411 -0.311255 -0.311255 0.0841791 -0.45791 -0.45791
0.171023 -0.309344 -0.309344 0.0953158 -0.452342 -0.452342
0.190177 -0.306951 -0.306951 0.110562 -0.444719 -0.444719
0.209569 -0.304201 -0.304201 0.131694 -0.435798 -0.432508
0.227834 -0.301177 -0.301177 0.148925 -0.427697 -0.423377
0.231587 -0.310345 -0.290813 0.142676 -0.444223 -0.413101
0.231587 -0.290651 -0.310182 0.142676 -0.413101 -0.444223
0.246786 -0.297792 -0.297792 0.154141 -0.422929 -0.422929
0.249157 -0.307132 -0.287601 0.157993 -0.437609 -0.404398
0.249157 -0.28716 -0.306691 0.157993 -0.404398 -0.437609
0.262008 -0.29476 -0.29476 0.175948 -0.412026 -0.412026
0.267738 -0.303019 -0.283488 0.181435 -0.422902 -0.395664
0.267738 -0.283428 -0.302959 0.181435 -0.395664 -0.422902
0.274975 -0.291912 -0.291912 0.182407 -0.408797 -0.408797
0.285632 -0.29856 -0.279028 0.203558 -0.418539 -0.377903
0.285632 -0.27963 -0.299161 0.203558 -0.377903 -0.418539
0.288981 -0.288438 -0.288438 0.193724 -0.403138 -0.403138
0.273961 -0.311106 -0.272044 0.181101 -0.439531 -0.379368
0.288796 -0.307773 -0.26871 0.200488 -0.435387 -0.364125
0.273961 -0.271822 -0.310885 0.181101 -0.379368 -0.439531
0.288796 -0.267785 -0.306847 0.200488 -0.364125 -0.435387
0.300765 -0.294982 -0.27545 0.210927 -0.407622 -0.38145
0.300765 -0.275588 -0.29512 0.210927 -0.38145 -0.407622
0.30694 -0.283642 -0.283642 0.217996 -0.392358 -0.389646
0.324154 -0.278671 -0.278671 0.227507 -0.386246 -0.386246
0.306555 -0.302582 -0.26352 0.217828 -0.417387 -0.364785
0.312066 -0.31034 -0.251746 0.217551 -0.437167 -0.345281
0.313732 -0.291521 -0.271989 0.219359 -0.405141 -0.3755
0.323805 -0.297312 -0.258249 0.227915 -0.414585 -0.3575
0.327533 -0.305966 -0.247372 0.237462 -0.42501 -0.337528
0.327963 -0.28731 -0.267779 0.231645 -0.40002 -0.368336
0.306555 -0.263565 -0.302628 0.217828 -0.364785 -0.417387
0.313732 -0.271875 -0.291406 0.219359 -0.3755 -0.405141
0.312066 -0.251171 -0.309765 0.217551 -0.345281 -0.437167
0.323805 -0.258942 -0.298005 0.227915 -0.3575 -0.414585
0.327963 -0.267292 -0.286824 0.231645 -0.368336 -0.40002
0.327533 -0.245983 -0.304577 0.237462 -0.337528 -0.42501
0.337596 -0.274543 -0.274543 0.250055 -0.374972 -0.374972
0.336915 -0.293584 -0.254522 0.251038 -0.398765 -0.350197
0.34407 -0.299377 -0.240784 0.257657 -0.410084 -0.332259
0.344577 -0.281498 -0.261967 0.257648 -0.385857 -0.356494
0.349853 -0.289402 -0.250339 0.25583 -0.402734 -0.341436
0.358247 -0.294825 -0.236232 0.269852 -0.40376 -0.326388
0.35953 -0.276311 -0.256779 0.268211 -0.37914 -0.352649
0.365344 -0.283359 -0.244297 0.277105 -0.388136 -0.334759
0.336915 -0.254607 -0.293669 0.251038 -0.350197 -0.398765
0.344577 -0.262225 -0.281757 0.257648 -0.356494 -0.385857
0.34407 -0.242034 -0.300628 0.257657 -0.332259 -0.410084
0.349853 -0.249699 -0.288761 0.25583 -0.341436 -0.402734
0.35953 -0.256995 -0.276527 0.268211 -0.352649 -0.37914
0.358247 -0.236672 -0.295265 0.269852 -0.326388 -0.40376
0.365344 -0.244263 -0.283326 0.277105 -0.334759 -0.388136
0.350557 -0.270048 -0.270048 0.256561 -0.37172 -0.37172
0.365792 -0.264372 -0.264372 0.277347 -0.363827 -0.358826
0.372513 -0.271564 -0.252032 0.281597 -0.373766 -0.344637
0.372513 -0.251874 -0.271405 0.281597 -0.344637 -0.373766
0.334782 -0.311854 -0.233729 0.243639 -0.435933 -0.320428
0.34813 -0.307846 -0.229721 0.258424 -0.431128 -0.310448
0.364179 -0.300807 -0.222682 0.278422 -0.412033 -0.309545
0.368677 -0.308433 -0.210777 0.279913 -0.43519 -0.284898
0.371231 -0.290356 -0.231762 0.280466 -0.404577 -0.314956
0.334782 -0.233496 -0.311621 0.243639 -0.320428 -0.435933
0.34813 -0.227912 -0.306037 0.258424 -0.310448 -0.431128
0.364179 -0.223486 -0.301611 0.278422 -0.309545 -0.412033
0.371231 -0.231018 -0.289612 0.280466 -0.314956 -0.404577
0.368677 -0.208632 -0.306288 0.279913 -0.284898 -0.43519
0.375338 -0.312734 -0.195546 0.295276 -0.42708 -0.277644
0.376215 -0.332812 -0.157031 0.301653 -0.469186 -0.229161
0.380928 -0.316534 -0.179815 0.299965 -0.440818 -0.259217
0.384919 -0.322727 -0.166477 0.307845 -0.456642 -0.235514
0.398727 -0.315436 -0.159186 0.314935 -0.450087 -0.234978
0.37743 -0.353024 -0.0991173 0.314459 -0.52296 -0.162582
0.380738 -0.355103 -0.0816657 0.330507 -0.535588 -0.133905
0.380793 -0.335794 -0.140481 0.31054 -0.478085 -0.211375
0.384614 -0.340327 -0.125483 0.317759 -0.496569 -0.185672
0.389052 -0.328448 -0.152667 0.311984 -0.477063 -0.210953
0.393629 -0.331442 -0.13613 0.320804 -0.491363 -0.187832
0.397352 -0.333884 -0.11904 0.321743 -0.489931 -0.188326
0.40336 -0.319776 -0.143994 0.334009 -0.455888 -0.210103
0.405612 -0.325741 -0.130428 0.339138 -0.47557 -0.185292
0.385907 -0.345909 -0.111534 0.323407 -0.516036 -0.160557
0.389972 -0.348748 -0.0948416 0.330604 -0.53551 -0.133886
0.401072 -0.336587 -0.102212 0.345053 -0.495355 -0.159592
0.40411 -0.339778 -0.0858722 0.35322 -0.513787 -0.132993
0.410073 -0.329262 -0.114419 0.344201 -0.496 -0.1598
0.413277 -0.331478 -0.0971033 0.358165 -0.508944 -0.132891
0.415625 -0.313716 -0.137935 0.348503 -0.447654 -0.203844
0.419368 -0.316581 -0.121268 0.353338 -0.459416 -0.187246
0.415619 -0.333165 -0.0792587 0.367845 -0.505184 -0.126971
0.423177 -0.320225 -0.105381 0.368784 -0.472195 -0.159021
0.424548 -0.324799 -0.0904243 0.37597 -0.49092 -0.13311
0.434716 -0.313429 -0.0985849 0.382732 -0.462335 -0.154933
0.437161 -0.315426 -0.0810514 0.394483 -0.480857 -0.124659
0.38399 -0.357188 -0.0642195 0.338788 -0.554967 -0.106245
0.384766 -0.359809 -0.0473094 0.347493 -0.574615 -0.0778924
0.39506 -0.351903 -0.0589344 0.352096 -0.546821 -0.101082
0.396565 -0.352867 -0.0403674 0.359868 -0.560803 -0.0793289
0.384766 -0.361923 -0.0298919 0.357279 -0.5945 -0.0482214
0.384766 -0.362978 -0.0114154 0.368433 -0.614963 -0.0166047
0.398006 -0.353844 -0.0218126 0.37714 -0.574485 -0.0483756
0.398774 -0.354364 -0.00280192 0.39117 -0.592274 -0.0165568
0.393024 -0.350653 -0.0772156 0.336193 -0.557145 -0.106662
0.404403 -0.343985 -0.0705477 0.36107 -0.532658 -0.106272
0.406035 -0.346177 -0.053208 0.370187 -0.551763 -0.0780502
0.407689 -0.347313 -0.0348128 0.380792 -0.571116 -0.0480919
0.408525 -0.347881 -0.0158501 0.392736 -0.590749 -0.0165142
0.417943 -0.334842 -0.0614045 0.374872 -0.517486 -0.107643
0.420061 -0.336485 -0.0435159 0.393 -0.52936 -0.0776398
0.427368 -0.327333 -0.0734263 0.384526 -0.509494 -0.10598
0.429676 -0.329127 -0.0556891 0.392664 -0.529653 -0.0776828
0.439864 -0.317679 -0.0637724 0.404136 -0.489308 -0.106556
0.441924 -0.319447 -0.0460097 0.419656 -0.503186 -0.077158
0.421543 -0.337588 -0.025088 0.405911 -0.54643 -0.0476588
0.422302 -0.338133 -0.00610202 0.418513 -0.56513 -0.0163564
0.431285 -0.330302 -0.0373328 0.408562 -0.545451 -0.0459867
0.432104 -0.33091 -0.0184099 0.422702 -0.561426 -0.015872
0.443222 -0.320701 -0.0277321 0.431789 -0.520704 -0.0475071
0.443359 -0.321764 -0.00926426 0.444943 -0.538717 -0.0163403
0.45348 -0.312812 -0.0198431 0.445602 -0.50785 -0.0465486
0.453841 -0.313128 -0.000628138 0.459872 -0.52442 -0.0157078
0.375338 -0.195672 -0.31286 0.295276 -0.277644 -0.42708
0.380928 -0.182595 -0.319313 0.299965 -0.259217 -0.440818
0.376215 -0.157849 -0.33363 0.301653 -0.229161 -0.469186
0.384919 -0.166161 -0.322411 0.307845 -0.235514 -0.456642
0.398727 -0.161873 -0.318123 0.314935 -0.234978 -0.450087
0.380793 -0.144349 -0.339661 0.31054 -0.211375 -0.478085
0.389052 -0.148768 -0.324549 0.311984 -0.210953 -0.477063
0.384614 -0.126812 -0.341656 0.317759 -0.185672 -0.496569
0.393629 -0.135178 -0.330491 0.320804 -0.187832 -0.491363
0.40336 -0.145734 -0.321515 0.334009 -0.210103 -0.455888
0.397352 -0.122007 -0.336851 0.321743 -0.188326 -0.489931
0.405612 -0.127852 -0.323165 0.339138 -0.185292 -0.47557
0.37743 -0.102356 -0.356262 0.314459 -0.162582 -0.52296
0.380738 -0.0867199 -0.360157 0.330507 -0.133905 -0.535588
0.385907 -0.108192 -0.342567 0.323407 -0.160557 -0.516036
0.389972 -0.0894043 -0.343311 0.330604 -0.133886 -0.53551
0.401072 -0.106249 -0.340624 0.345053 -0.159592 -0.495355
0.410073 -0.10953 -0.324374 0.344201 -0.1598 -0.496
0.40411 -0.087732 -0.341638 0.35322 -0.132993 -0.513787
0.413277 -0.0955384 -0.329913 0.358165 -0.132891 -0.508944
0.415625 -0.139389 -0.315171 0.348503 -0.203844 -0.447654
0.419368 -0.125215 -0.320527 0.353338 -0.187246 -0.459416
0.423177 -0.106945 -0.321789 0.368784 -0.159021 -0.472195
0.415619 -0.0826355 -0.336542 0.367845 -0.126971 -0.505184
0.424548 -0.0883617 -0.322737 0.37597 -0.13311 -0.49092
0.434716 -0.100427 -0.315271 0.382732 -0.154933 -0.462335
0.437161 -0.0863817 -0.320757 0.394483 -0.124659 -0.480857
0.38399 -0.0678944 -0.360863 0.338788 -0.106245 -0.554967
0.384766 -0.0488281 -0.361328 0.347493 -0.0778924 -0.574615
0.39506 -0.0604364 -0.353405 0.352096 -0.101082 -0.546821
0.396565 -0.0469046 -0.359405 0.359868 -0.0793289 -0.560803
0.393024 -0.073375 -0.346812 0.336193 -0.106662 -0.557145
0.404403 -0.0684505 -0.341888 0.36107 -0.106272 -0.532658
0.406035 -0.0492479 -0.342217 0.370187 -0.0780502 -0.551763
0.384766 -0.0292969 -0.361328 0.357279 -0.0482214 -0.5945
0.384766 -0.00976562 -0.361328 0.368433 -0.0166047 -0.614963
0.398006 -0.0287037 -0.360735 0.37714 -0.0483756 -0.574485
0.398774 -0.00960692 -0.361169 0.39117 -0.0165568 -0.592274
0.407689 -0.0296128 -0.342113 0.380792 -0.0480919 -0.571116
0.408525 -0.00988638 -0.341918 0.392736 -0.0165142 -0.590749
0.417943 -0.0671269 -0.340564 0.374872 -0.107643 -0.517486
0.427368 -0.0690743 -0.322981 0.384526 -0.10598 -0.509494
0.420061 -0.0483001 -0.341269 0.393 -0.0776398 -0.52936
0.429676 -0.0496477 -0.323085 0.392664 -0.0776828 -0.529653
0.439864 -0.0676813 -0.321588 0.404136 -0.106556 -0.489308
0.441924 -0.0484759 -0.321913 0.419656 -0.077158 -0.503186
0.421543 -0.0290469 -0.341547 0.405911 -0.0476588 -0.54643
0.431285 -0.0300868 -0.323056 0.408562 -0.0459867 -0.545451
0.422302 -0.00969022 -0.341721 0.418513 -0.0163564 -0.56513
0.432104 -0.0101684 -0.322668 0.422702 -0.015872 -0.561426
0.443222 -0.0292031 -0.322172 0.431789 -0.0475071 -0.520704
0.443359 -0.00976562 -0.322266 0.444943 -0.0163403 -0.538717
0.45348 -0.0229337 -0.315902 0.445602 -0.0465486 -0.50785
0.453841 -0.00899348 -0.321493 0.459872 -0.0157078 -0.52442
0.380055 -0.277276 -0.238214 0.290381 -0.382351 -0.327268
0.380055 -0.23886 -0.277922 0.290381 -0.327268 -0.382351
0.380648 -0.258523 -0.258523 0.290155 -0.354923 -0.354923
0.386369 -0.26578 -0.246249 0.295378 -0.367726 -0.336896
0.386369 -0.245963 -0.265495 0.295378 -0.336896 -0.367726
0.393635 -0.253115 -0.253115 0.30614 -0.34693 -0.34693
0.400542 -0.259186 -0.239654 0.313728 -0.357176 -0.329096
0.400542 -0.240105 -0.259636 0.313728 -0.329096 -0.357176
0.406806 -0.246869 -0.246869 0.321201 -0.339399 -0.339399
0.419964 -0.240407 -0.240407 0.338225 -0.330888 -0.330888
0.378274 -0.295316 -0.217191 0.291864 -0.407041 -0.301095
0.38378 -0.300987 -0.203331 0.300927 -0.414454 -0.28462
0.385454 -0.28419 -0.225596 0.298986 -0.391449 -0.309564
0.391271 -0.290529 -0.212404 0.304608 -0.406962 -0.28843
0.397245 -0.295064 -0.197407 0.315422 -0.408596 -0.275982
0.399444 -0.277448 -0.218854 0.313898 -0.384585 -0.301516
0.404781 -0.283865 -0.20574 0.322491 -0.392989 -0.28452
0.388234 -0.308127 -0.190939 0.303216 -0.436622 -0.260162
0.393927 -0.312073 -0.175354 0.31411 -0.444264 -0.241626
0.402658 -0.299839 -0.182652 0.323807 -0.416202 -0.259991
0.406419 -0.306611 -0.169892 0.32903 -0.43599 -0.23498
0.410257 -0.289915 -0.192259 0.329249 -0.410362 -0.260388
0.393046 -0.272228 -0.233166 0.305916 -0.375677 -0.318408
0.406265 -0.266147 -0.227084 0.320934 -0.370081 -0.308984
0.412455 -0.272033 -0.213439 0.330321 -0.378005 -0.291674
0.41355 -0.253421 -0.233889 0.330505 -0.348874 -0.320621
0.417923 -0.276824 -0.198699 0.338388 -0.385744 -0.275868
0.415369 -0.294056 -0.176869 0.339589 -0.408138 -0.252272
0.420042 -0.297808 -0.161089 0.341469 -0.421912 -0.236619
0.423187 -0.282385 -0.184729 0.346281 -0.393381 -0.260338
0.428257 -0.288381 -0.171193 0.355444 -0.41345 -0.231106
0.435671 -0.275391 -0.177735 0.362699 -0.38563 -0.251671
0.440401 -0.27963 -0.162442 0.362854 -0.398905 -0.238241
0.419455 -0.258987 -0.219925 0.33812 -0.358887 -0.302993
0.425258 -0.265293 -0.2067 0.343817 -0.370729 -0.285454
0.426482 -0.246709 -0.227177 0.347775 -0.341234 -0.310991
0.432488 -0.252786 -0.213723 0.355574 -0.350823 -0.293603
0.437577 -0.257922 -0.199328 0.362989 -0.360114 -0.276897
0.438527 -0.239769 -0.220238 0.363274 -0.332287 -0.304439
0.444922 -0.245481 -0.206418 0.373256 -0.339919 -0.286825
0.430957 -0.270975 -0.19285 0.355843 -0.380891 -0.263266
0.443113 -0.263432 -0.185307 0.37187 -0.36641 -0.26172
0.448707 -0.269012 -0.171356 0.383861 -0.383233 -0.232907
0.450638 -0.251204 -0.19261 0.382984 -0.352424 -0.264592
0.378274 -0.218017 -0.296142 0.291864 -0.301095 -0.407041
0.385454 -0.225313 -0.283906 0.298986 -0.309564 -0.391449
0.38378 -0.204122 -0.301778 0.300927 -0.28462 -0.414454
0.391271 -0.211401 -0.289526 0.304608 -0.28843 -0.406962
0.399444 -0.219959 -0.278552 0.313898 -0.301516 -0.384585
0.397245 -0.198414 -0.29607 0.315422 -0.275982 -0.408596
0.404781 -0.205529 -0.283654 0.322491 -0.28452 -0.392989
0.393046 -0.232948 -0.272011 0.305916 -0.318408 -0.375677
0.406265 -0.226501 -0.265564 0.320934 -0.308984 -0.370081
0.41355 -0.233847 -0.253378 0.330505 -0.320621 -0.348874
0.412455 -0.213023 -0.271617 0.330321 -0.291674 -0.378005
0.388234 -0.188188 -0.305375 0.303216 -0.260162 -0.436622
0.393927 -0.174996 -0.311715 0.31411 -0.241626 -0.444264
0.402658 -0.184169 -0.301356 0.323807 -0.259991 -0.416202
0.410257 -0.1905 -0.288157 0.329249 -0.260388 -0.410362
0.406419 -0.167536 -0.304255 0.32903 -0.23498 -0.43599
0.417923 -0.200047 -0.278172 0.338388 -0.275868 -0.385744
0.419455 -0.220862 -0.259924 0.33812 -0.302993 -0.358887
0.426482 -0.22687 -0.246402 0.347775 -0.310991 -0.341234
0.425258 -0.206299 -0.264893 0.343817 -0.285454 -0.370729
0.432488 -0.213505 -0.252568 0.355574 -0.293603 -0.350823
0.438527 -0.220731 -0.240262 0.363274 -0.304439 -0.332287
0.437577 -0.200535 -0.259128 0.362989 -0.276897 -0.360114
0.444922 -0.206245 -0.245308 0.373256 -0.286825 -0.339919
0.415369 -0.177541 -0.294728 0.339589 -0.252272 -0.408138
0.423187 -0.185005 -0.282661 0.346281 -0.260338 -0.393381
0.420042 -0.163919 -0.300638 0.341469 -0.236619 -0.421912
0.428257 -0.168259 -0.285446 0.355444 -0.231106 -0.41345
0.435671 -0.178775 -0.276431 0.362699 -0.251671 -0.38563
0.440401 -0.164349 -0.281536 0.362854 -0.238241 -0.398905
0.430957 -0.191749 -0.269874 0.355843 -0.263266 -0.380891
0.443113 -0.185359 -0.263484 0.37187 -0.26172 -0.36641
0.450638 -0.191713 -0.250307 0.382984 -0.264592 -0.352424
0.448707 -0.168689 -0.266346 0.383861 -0.232907 -0.383233
0.432999 -0.233719 -0.233719 0.35535 -0.322325 -0.322325
0.4456 -0.226318 -0.226318 0.374572 -0.312714 -0.312714
0.451588 -0.23256 -0.213028 0.38194 -0.323415 -0.294645
0.451588 -0.212851 -0.232382 0.38194 -0.294645 -0.323415
0.456399 -0.238177 -0.199115 0.387672 -0.333861 -0.278467
0.455061 -0.255977 -0.177852 0.386197 -0.361042 -0.252761
0.459315 -0.26072 -0.163064 0.398806 -0.362278 -0.238916
0.461986 -0.243445 -0.184851 0.394353 -0.343083 -0.262564
0.468057 -0.248518 -0.170393 0.413549 -0.353015 -0.233435
0.473687 -0.235614 -0.17702 0.40764 -0.339283 -0.253077
0.47747 -0.24036 -0.162235 0.42163 -0.339099 -0.239271
0.456399 -0.199871 -0.238933 0.387672 -0.278467 -0.333861
0.455061 -0.178739 -0.256864 0.386197 -0.252761 -0.361042
0.461986 -0.184952 -0.243546 0.394353 -0.262564 -0.343083
0.459315 -0.164342 -0.261998 0.398806 -0.238916 -0.362278
0.468057 -0.168281 -0.246406 0.413549 -0.233435 -0.353015
0.473687 -0.177442 -0.236035 0.40764 -0.253077 -0.339283
0.47747 -0.163871 -0.241996 0.42163 -0.239271 -0.339099
0.456843 -0.219561 -0.219561 0.388136 -0.305932 -0.305932
0.463286 -0.22489 -0.205359 0.395276 -0.316034 -0.28869
0.463286 -0.205345 -0.224877 0.395276 -0.28869 -0.316034
0.469938 -0.211037 -0.211037 0.411844 -0.294078 -0.294078
0.474538 -0.217355 -0.197824 0.409671 -0.306867 -0.283462
0.474538 -0.198032 -0.217563 0.409671 -0.283462 -0.306867
0.480006 -0.203837 -0.203837 0.417349 -0.291325 -0.291325
0.469499 -0.230345 -0.191282 0.412582 -0.323197 -0.264222
0.479265 -0.222861 -0.183799 0.417411 -0.318097 -0.264492
0.486209 -0.226601 -0.168007 0.436062 -0.324215 -0.239724
0.487549 -0.207986 -0.188455 0.437994 -0.294921 -0.267084
0.49162 -0.214015 -0.174952 0.446564 -0.305765 -0.247671
0.469499 -0.190383 -0.229445 0.412582 -0.264222 -0.323197
0.479265 -0.184052 -0.223114 0.417411 -0.264492 -0.318097
0.487549 -0.188042 -0.207574 0.437994 -0.267084 -0.294921
0.486209 -0.167517 -0.226111 0.436062 -0.239724 -0.324215
0.49162 -0.174758 -0.21382 0.446564 -0.247671 -0.305765
0.492043 -0.195081 -0.195081 0.444395 -0.277802 -0.277802
0.495057 -0.219015 -0.160421 0.450736 -0.31001 -0.239254
0.495917 -0.201004 -0.181472 0.443772 -0.290801 -0.265426
0.502061 -0.205112 -0.16605 0.458567 -0.299054 -0.242379
0.512411 -0.196223 -0.157161 0.421992 -0.320887 -0.257121
0.495917 -0.182016 -0.201548 0.443772 -0.265426 -0.290801
0.495057 -0.161655 -0.220249 0.450736 -0.239254 -0.31001
0.502061 -0.166048 -0.205111 0.458567 -0.242379 -0.299054
0.512411 -0.157387 -0.196449 0.421992 -0.257121 -0.320887
0.502968 -0.185841 -0.185841 0.459661 -0.27017 -0.27017
0.508992 -0.190498 -0.170967 0.482003 -0.272996 -0.245001
0.508992 -0.170417 -0.189948 0.482003 -0.245001 -0.272996
0.512884 -0.177372 -0.177372 0.405667 -0.297167 -0.297167
0.516388 -0.183054 -0.163522 0.464247 -0.293431 -0.242321
0.516388 -0.164042 -0.183574 0.464247 -0.242321 -0.293431
0.523953 -0.166324 -0.166324 0.503882 -0.248059 -0.248059
0.411629 -0.310682 -0.154432 0.337755 -0.452161 -0.210084
0.424126 -0.303266 -0.147016 0.356421 -0.43362 -0.209959
0.428164 -0.308204 -0.132422 0.359804 -0.454734 -0.185462
0.432743 -0.292229 -0.155511 0.365138 -0.420086 -0.214776
0.436377 -0.295409 -0.139159 0.373126 -0.425593 -0.201281
0.440454 -0.298939 -0.123158 0.37828 -0.434633 -0.187087
0.44472 -0.284917 -0.148198 0.379655 -0.409958 -0.210387
0.449354 -0.289488 -0.133238 0.39356 -0.426277 -0.180163
0.431983 -0.311202 -0.11589 0.375699 -0.466154 -0.158147
0.443601 -0.303175 -0.107863 0.392579 -0.448222 -0.159199
0.446468 -0.306804 -0.0919607 0.399648 -0.46714 -0.133212
0.452543 -0.292429 -0.116648 0.403265 -0.434514 -0.162221
0.452781 -0.273094 -0.155907 0.391006 -0.391651 -0.217343
0.449379 -0.309293 -0.074918 0.415001 -0.484708 -0.100291
0.451526 -0.311119 -0.057213 0.428984 -0.496742 -0.0742733
0.452786 -0.312206 -0.0387687 0.442655 -0.510444 -0.0469001
0.456164 -0.276466 -0.139747 0.398565 -0.399973 -0.201462
0.460281 -0.280357 -0.124107 0.398481 -0.412141 -0.189378
0.455052 -0.294767 -0.0994545 0.408682 -0.438054 -0.153264
0.457732 -0.297248 -0.0824046 0.422134 -0.454442 -0.123423
0.463838 -0.284206 -0.108425 0.417373 -0.422798 -0.159829
0.467188 -0.287561 -0.0922483 0.433787 -0.438662 -0.127551
0.474513 -0.275366 -0.0995847 0.433841 -0.417678 -0.148481
0.477066 -0.278095 -0.082782 0.450023 -0.426117 -0.12386
0.464622 -0.265065 -0.147877 0.408593 -0.379948 -0.211459
0.469198 -0.269732 -0.133013 0.423594 -0.395293 -0.181113
0.471934 -0.253075 -0.155419 0.418844 -0.364026 -0.21713
0.475178 -0.256776 -0.139589 0.421319 -0.37018 -0.2085
0.478632 -0.260995 -0.124276 0.438791 -0.369892 -0.191318
0.483015 -0.244476 -0.14682 0.432328 -0.354784 -0.212887
0.487997 -0.248613 -0.131426 0.452996 -0.358637 -0.188366
0.472159 -0.27291 -0.11666 0.43089 -0.405835 -0.163276
0.483021 -0.264022 -0.107772 0.444987 -0.394343 -0.160669
0.486626 -0.267018 -0.0912372 0.463642 -0.401673 -0.134685
0.490996 -0.252441 -0.115722 0.462636 -0.376327 -0.161037
0.493468 -0.236026 -0.13837 0.446451 -0.346341 -0.207208
0.496414 -0.239855 -0.122667 0.457276 -0.352694 -0.19003
0.49324 -0.25519 -0.0989403 0.466682 -0.382356 -0.150962
0.495359 -0.25772 -0.0819392 0.477176 -0.396769 -0.126055
0.500227 -0.243605 -0.106887 0.469858 -0.368367 -0.161775
0.504812 -0.245126 -0.0888763 0.488316 -0.376164 -0.13552
0.513182 -0.236232 -0.0799817 0.479034 -0.377616 -0.14335
0.460369 -0.299661 -0.065286 0.428825 -0.464196 -0.106978
0.462293 -0.301571 -0.047665 0.445692 -0.476913 -0.077395
0.469876 -0.290222 -0.0753781 0.447158 -0.452543 -0.1003
0.471723 -0.292047 -0.0576718 0.45943 -0.465158 -0.0754113
0.472828 -0.293139 -0.0392324 0.457998 -0.463301 -0.0787017
0.479509 -0.280725 -0.0658816 0.460033 -0.43255 -0.107417
0.481459 -0.282621 -0.048246 0.471933 -0.450301 -0.0777666
0.463034 -0.303344 -0.0299069 0.458874 -0.493385 -0.0477412
0.463586 -0.304101 -0.0111325 0.47287 -0.510661 -0.0164691
0.473499 -0.293802 -0.0203643 0.473248 -0.479062 -0.0476901
0.47404 -0.294335 -0.00136661 0.488792 -0.494987 -0.016221
0.483124 -0.283499 -0.0295931 0.48773 -0.464228 -0.0480418
0.483815 -0.28414 -0.0107021 0.50475 -0.478667 -0.0165826
0.48914 -0.269957 -0.0746445 0.479209 -0.419623 -0.101168
0.490979 -0.272072 -0.0572278 0.490823 -0.43407 -0.0751063
0.492045 -0.273277 -0.0389019 0.504222 -0.44805 -0.0477287
0.492658 -0.273962 -0.0200558 0.502466 -0.45068 -0.0468533
0.493054 -0.274404 -0.000966524 0.518798 -0.465331 -0.0158709
0.497676 -0.260445 -0.0651329 0.48512 -0.40717 -0.107709
0.499486 -0.262512 -0.0476686 0.498884 -0.42309 -0.0780269
0.507337 -0.248128 -0.0723472 0.507342 -0.384749 -0.107908
0.509164 -0.250503 -0.0551903 0.528217 -0.396548 -0.0752345
0.514981 -0.238534 -0.0627523 0.496733 -0.389632 -0.113635
0.516675 -0.240717 -0.0454041 0.514107 -0.401811 -0.0840819
0.50091 -0.26364 -0.029265 0.516587 -0.435258 -0.0481545
0.502094 -0.263672 -0.00976562 0.534684 -0.448713 -0.0166028
0.510368 -0.252128 -0.0372844 0.541895 -0.411534 -0.0465716
0.511003 -0.252968 -0.0185933 0.55802 -0.425828 -0.0161524
0.5178 -0.242182 -0.0273384 0.532705 -0.414948 -0.0523476
0.518377 -0.242934 -0.00855926 0.552186 -0.429519 -0.0182953
0.490372 -0.231918 -0.153793 0.451712 -0.3337 -0.214588
0.499467 -0.223689 -0.145564 0.455696 -0.329415 -0.21489
0.505572 -0.226002 -0.128346 0.47539 -0.334704 -0.189906
0.508094 -0.209115 -0.150521 0.479491 -0.303415 -0.217094
0.511154 -0.213952 -0.135827 0.493406 -0.312581 -0.194013
0.513785 -0.217446 -0.11979 0.456172 -0.362232 -0.181596
0.51543 -0.200917 -0.142323 0.464061 -0.307329 -0.22861
0.519912 -0.204948 -0.126823 0.50303 -0.312658 -0.184311
0.509131 -0.230611 -0.113424 0.495344 -0.340566 -0.164089
0.511351 -0.233852 -0.0971335 0.506417 -0.356695 -0.136888
0.516394 -0.221705 -0.104517 0.506134 -0.344886 -0.148979
0.519901 -0.224578 -0.0878588 0.525634 -0.334949 -0.139417
0.525879 -0.206117 -0.108461 0.537764 -0.316914 -0.145321
