#1:x 2:y 3:z 4:n.x 5:n.y 6:n.z
0.149266 -0.199601 0.405868 0.0915308 -0.313538 0.594931
0.165461 -0.197143 0.408326 0.106529 -0.30873 0.58474
0.150391 -0.185547 0.400391 0.0924767 -0.288162 0.619361
0.151154 -0.168119 0.398288 0.0948458 -0.262317 0.642837
0.147834 -0.15896 0.426977 0.0948458 -0.262317 0.642837
0.169868 -0.185488 0.40045 0.106635 -0.285115 0.608249
0.169952 -0.166047 0.400359 0.109723 -0.259573 0.630704
0.160987 -0.156601 0.429336 0.109725 -0.259559 0.630715
0.188464 -0.182955 0.402982 0.122148 -0.28208 0.595772
0.189453 -0.166016 0.400391 0.124647 -0.256562 0.618792
0.20573 -0.179024 0.406913 0.138896 -0.278871 0.582233
0.208984 -0.166016 0.400391 0.140092 -0.253586 0.606323
0.0722656 -0.146484 0.419922 0.0428673 -0.247113 0.710019
0.0728708 -0.131402 0.415473 0.0437464 -0.218592 0.737661
0.0917969 -0.146484 0.419922 0.0551653 -0.24423 0.700605
0.0923526 -0.129147 0.417728 0.056745 -0.216449 0.726806
0.0715592 -0.121761 0.444645 0.0437464 -0.218592 0.737661
0.0899678 -0.119705 0.446701 0.056745 -0.216449 0.726806
0.0722656 -0.107422 0.439453 0.0443279 -0.188388 0.767284
0.0722656 -0.0878906 0.439453 0.0458764 -0.159056 0.795068
0.0917969 -0.107422 0.439453 0.0570868 -0.18651 0.756403
0.0917969 -0.0878906 0.439453 0.0590218 -0.156908 0.78407
0.111328 -0.146484 0.419922 0.0680175 -0.241108 0.690874
0.111458 -0.127107 0.419768 0.0702217 -0.214344 0.715435
0.130859 -0.146484 0.419922 0.0814434 -0.238119 0.680438
0.130859 -0.126953 0.419922 0.0840321 -0.212065 0.703903
0.103669 -0.117878 0.448529 0.0702217 -0.214344 0.715435
0.116675 -0.115497 0.411847 0.0707131 -0.184859 0.744427
0.132397 -0.111993 0.415351 0.0856607 -0.183189 0.73115
0.110802 -0.10662 0.440255 0.0707131 -0.184859 0.744427
0.111328 -0.0878906 0.439453 0.0727532 -0.154739 0.772507
0.129348 -0.102926 0.443949 0.0856607 -0.183189 0.73115
0.130859 -0.0878906 0.439453 0.0871202 -0.152825 0.760055
0.0722656 -0.0683594 0.439453 0.0475357 -0.12819 0.824275
0.0722656 -0.0488281 0.439453 0.0493483 -0.0950095 0.855642
0.0917969 -0.0683594 0.439453 0.0611147 -0.126381 0.812505
0.0917969 -0.0488281 0.439453 0.0633857 -0.0936043 0.84301
0.0722656 -0.0292969 0.439453 0.0513144 -0.0592387 0.889447
0.0722656 -0.00976562 0.439453 0.0534353 -0.0205549 0.92601
0.0917969 -0.0292969 0.439453 0.0658504 -0.0583239 0.875826
0.0917969 -0.00976563 0.439453 0.0685176 -0.0202234 0.911259
0.111328 -0.0683594 0.439453 0.0752642 -0.124529 0.800207
0.111328 -0.0488281 0.439453 0.0779868 -0.0921681 0.829845
0.130859 -0.0683594 0.439453 0.0900231 -0.122625 0.787352
0.130859 -0.0488281 0.439453 0.0932074 -0.0907054 0.816087
0.111328 -0.0292969 0.439453 0.0809459 -0.0573884 0.861666
0.111328 -0.00976562 0.439453 0.0841557 -0.0198849 0.895959
0.130859 -0.0292969 0.439453 0.0966576 -0.0564378 0.846905
0.130859 -0.00976562 0.439453 0.100409 -0.0195416 0.88005
0.150391 -0.146484 0.419922 0.0954886 -0.235492 0.66902
0.150391 -0.126953 0.419922 0.0983951 -0.209199 0.692406
0.173966 -0.153533 0.393342 0.110724 -0.233171 0.656105
0.169008 -0.144882 0.421524 0.110724 -0.233171 0.656105
0.169922 -0.126953 0.419922 0.113351 -0.206092 0.680557
0.150863 -0.107995 0.419349 0.101253 -0.181517 0.71723
0.156845 -0.0954134 0.412399 0.102622 -0.151509 0.745869
0.169922 -0.107422 0.419922 0.116793 -0.179495 0.703712
0.171548 -0.0899225 0.41789 0.119572 -0.150379 0.73005
0.143811 -0.0994337 0.447441 0.101253 -0.181517 0.71723
0.149762 -0.0871565 0.440187 0.102622 -0.151509 0.745869
0.165505 -0.082378 0.444966 0.119572 -0.150379 0.73005
0.190748 -0.149117 0.397758 0.12733 -0.230722 0.641948
0.186514 -0.140514 0.425892 0.12733 -0.230722 0.641948
0.189453 -0.126953 0.419922 0.128928 -0.203546 0.667526
0.208994 -0.146494 0.400381 0.14383 -0.228331 0.627838
0.199581 -0.136947 0.42946 0.14383 -0.228331 0.627838
0.212567 -0.13224 0.395103 0.146057 -0.201638 0.652305
0.207241 -0.124374 0.422501 0.146057 -0.201638 0.652305
0.189453 -0.107422 0.419922 0.132647 -0.176704 0.690649
0.189453 -0.0878906 0.419922 0.136644 -0.148891 0.714465
0.208984 -0.107422 0.419922 0.149031 -0.173962 0.677006
0.208984 -0.0878906 0.419922 0.153429 -0.146493 0.700078
0.178566 -0.0769791 0.411302 0.121927 -0.119361 0.758712
0.150391 -0.0683594 0.439453 0.105439 -0.120739 0.773822
0.150391 -0.0488281 0.439453 0.109059 -0.0892222 0.801719
0.169783 -0.0682205 0.439592 0.121927 -0.119361 0.758712
0.169922 -0.0488281 0.439453 0.125537 -0.0877306 0.786732
0.150391 -0.0292969 0.439453 0.112999 -0.0554769 0.831524
0.150391 -0.00976563 0.439453 0.11729 -0.0191953 0.863515
0.169922 -0.0292969 0.439453 0.129928 -0.0545023 0.81557
0.169922 -0.00976563 0.439453 0.134775 -0.0188479 0.846377
0.191547 -0.0701301 0.418151 0.139946 -0.118786 0.741268
0.197253 -0.0553419 0.413408 0.143475 -0.0867284 0.769797
0.208984 -0.0683594 0.419922 0.158126 -0.11749 0.724384
0.209558 -0.0492927 0.419457 0.162594 -0.0864687 0.750938
0.18421 -0.0639214 0.443891 0.139946 -0.118786 0.741268
0.188805 -0.0482885 0.439993 0.143475 -0.0867284 0.769797
0.200949 -0.0423155 0.445966 0.162594 -0.0864687 0.750938
0.212972 -0.030196 0.419023 0.167445 -0.0533668 0.779188
0.21517 -0.0102398 0.419448 0.173085 -0.0183589 0.808556
0.189453 -0.0292969 0.439453 0.147864 -0.0535531 0.798583
0.189453 -0.00976562 0.439453 0.153034 -0.0184926 0.828474
0.203536 -0.0280678 0.440682 0.167445 -0.0533668 0.779188
0.205421 -0.00949316 0.439726 0.173085 -0.0183589 0.808556
0.22778 -0.281566 0.323903 0.148006 -0.399908 0.452085
0.246575 -0.277976 0.327493 0.155054 -0.393982 0.450964
0.230273 -0.269721 0.316217 0.142385 -0.38013 0.477485
0.227527 -0.260507 0.344962 0.148782 -0.373399 0.477819
0.22952 -0.246918 0.33902 0.149885 -0.350288 0.499827
0.248991 -0.265767 0.320171 0.165211 -0.372574 0.462215
0.24517 -0.256915 0.348554 0.15778 -0.365145 0.477075
0.248135 -0.244237 0.341701 0.165989 -0.347603 0.486408
0.226189 -0.237929 0.36754 0.151879 -0.341642 0.506479
0.239618 -0.235017 0.370452 0.162335 -0.338329 0.499336
0.261002 -0.274906 0.330563 0.177291 -0.385095 0.437614
0.267134 -0.263107 0.32283 0.181783 -0.370075 0.448142
0.258064 -0.254033 0.351436 0.18065 -0.359078 0.460272
0.270894 -0.250592 0.315814 0.178424 -0.347294 0.474281
0.266427 -0.241996 0.343942 0.182897 -0.344343 0.47276
0.285177 -0.259177 0.326761 0.203079 -0.354151 0.44277
0.28821 -0.245799 0.320608 0.200822 -0.341701 0.457477
0.28285 -0.237574 0.348364 0.193715 -0.333465 0.47282
0.252599 -0.231649 0.334758 0.167643 -0.320603 0.511754
0.228516 -0.224609 0.361328 0.150844 -0.325806 0.52335
0.23126 -0.211219 0.355188 0.152341 -0.30107 0.546589
0.227335 -0.202426 0.383512 0.152341 -0.30107 0.546589
0.247132 -0.223179 0.362758 0.167022 -0.323118 0.50986
0.249037 -0.206533 0.359874 0.169905 -0.297656 0.532438
0.24335 -0.198245 0.387693 0.170571 -0.294904 0.534525
0.228516 -0.185547 0.380859 0.155175 -0.275983 0.568842
0.231792 -0.17172 0.375155 0.157078 -0.251018 0.591904
0.256443 -0.19445 0.352425 0.17149 -0.272314 0.556196
0.247925 -0.185417 0.380989 0.171232 -0.273409 0.555359
0.248752 -0.166837 0.380038 0.174909 -0.248395 0.576696
0.268913 -0.227094 0.339312 0.185005 -0.319462 0.495532
0.295791 -0.233687 0.313188 0.205159 -0.323341 0.4715
0.287031 -0.224528 0.341878 0.202174 -0.317381 0.480444
0.29042 -0.210338 0.336537 0.204311 -0.292706 0.502983
0.264314 -0.218702 0.367236 0.186409 -0.314156 0.499435
0.267578 -0.205078 0.361328 0.186526 -0.295363 0.518112
0.285376 -0.202317 0.36409 0.204295 -0.292761 0.502944
0.269925 -0.189758 0.357117 0.189171 -0.270629 0.540199
0.265364 -0.181573 0.384833 0.189171 -0.270629 0.540199
0.267578 -0.166016 0.380859 0.19194 -0.245803 0.562258
0.287268 -0.185712 0.361163 0.207246 -0.268081 0.524673
0.278755 -0.176905 0.389501 0.206962 -0.260054 0.532984
0.291761 -0.171371 0.355973 0.209998 -0.243528 0.546474
0.285418 -0.164067 0.382808 0.209998 -0.243528 0.546474
0.227033 -0.163425 0.402982 0.157078 -0.251018 0.591904
0.241757 -0.158698 0.407708 0.174924 -0.248329 0.576746
0.299118 -0.255254 0.330684 0.213304 -0.355042 0.431654
0.305742 -0.24299 0.323416 0.218812 -0.339469 0.44172
0.321826 -0.238155 0.328251 0.230099 -0.329881 0.440019
0.309112 -0.228995 0.31788 0.220551 -0.314262 0.465187
0.304506 -0.220869 0.345537 0.22108 -0.312423 0.466497
0.30712 -0.205599 0.341276 0.222759 -0.290212 0.487029
0.326277 -0.224722 0.322153 0.239102 -0.312936 0.447962
0.318057 -0.21611 0.350296 0.234085 -0.305176 0.460739
0.331034 -0.210719 0.316624 0.24126 -0.286851 0.47189
0.324653 -0.203308 0.343567 0.241307 -0.28846 0.470233
0.299487 -0.197401 0.369005 0.221595 -0.27714 0.501265
0.312512 -0.192009 0.335335 0.225267 -0.265557 0.509177
0.327128 -0.186543 0.340801 0.244231 -0.263887 0.491882
0.332897 -0.17264 0.335172 0.247176 -0.239289 0.513534
0.305587 -0.184385 0.36249 0.225215 -0.266029 0.508757
0.307086 -0.166468 0.360875 0.228787 -0.241426 0.529786
0.299102 -0.158371 0.388504 0.227868 -0.239264 0.532868
0.319881 -0.179027 0.367848 0.242434 -0.259551 0.498015
0.325314 -0.165171 0.362172 0.247609 -0.239407 0.512985
0.342636 -0.220523 0.326352 0.257902 -0.304944 0.437153
0.346294 -0.20569 0.321654 0.26061 -0.286641 0.452749
0.338632 -0.197771 0.349104 0.254388 -0.278851 0.466761
0.355719 -0.21507 0.331805 0.27321 -0.302291 0.424499
0.362283 -0.202046 0.325297 0.2791 -0.283346 0.437554
0.351591 -0.191422 0.316391 0.262189 -0.261335 0.476476
0.34443 -0.184278 0.343066 0.263595 -0.26234 0.474066
0.346623 -0.166885 0.340927 0.267027 -0.237892 0.495082
0.365844 -0.186139 0.321674 0.283439 -0.260949 0.455612
0.357931 -0.17847 0.348873 0.276861 -0.253467 0.469672
0.370889 -0.170818 0.317463 0.285739 -0.236675 0.477585
0.363437 -0.164498 0.343315 0.287278 -0.236424 0.476298
0.338968 -0.159625 0.367719 0.26276 -0.235984 0.501255
0.254791 -0.153849 0.373495 0.177142 -0.222869 0.599989
0.269063 -0.148122 0.379222 0.195636 -0.220851 0.583513
0.275481 -0.134815 0.372997 0.198896 -0.194676 0.606427
0.287109 -0.146484 0.380859 0.213742 -0.2185 0.567758
0.288723 -0.128419 0.379394 0.21793 -0.193258 0.588812
0.294444 -0.113941 0.37434 0.222253 -0.166423 0.611324
0.228516 -0.146484 0.400391 0.160006 -0.225312 0.614682
0.22898 -0.127446 0.399898 0.163923 -0.199735 0.636342
0.22123 -0.119222 0.427653 0.163923 -0.199735 0.636342
0.24741 -0.145789 0.401086 0.177142 -0.222869 0.599989
0.248047 -0.126953 0.400391 0.181141 -0.197151 0.621708
0.23425 -0.113284 0.394528 0.166772 -0.172252 0.660977
0.227202 -0.106079 0.421265 0.166772 -0.172252 0.660977
0.228516 -0.0878906 0.419922 0.170644 -0.144073 0.685284
0.248639 -0.107998 0.399815 0.185434 -0.170919 0.643646
0.240685 -0.100264 0.427079 0.185434 -0.170919 0.643646
0.253704 -0.0922035 0.396078 0.189381 -0.142683 0.667937
0.246007 -0.086337 0.421475 0.189381 -0.142683 0.667937
0.262434 -0.140813 0.406062 0.195636 -0.220851 0.583513
0.267229 -0.126605 0.400738 0.198896 -0.194676 0.606427
0.281407 -0.121769 0.405574 0.21793 -0.193258 0.588812
0.267578 -0.107422 0.400391 0.203546 -0.168549 0.627905
0.267665 -0.0879741 0.400307 0.208724 -0.141644 0.649633
0.25855 -0.0792113 0.428601 0.208724 -0.141644 0.649633
0.28635 -0.106748 0.401065 0.222253 -0.166423 0.611324
0.287109 -0.0878906 0.400391 0.227491 -0.139388 0.633121
0.228516 -0.0683594 0.419922 0.175745 -0.115454 0.708801
0.228516 -0.0488281 0.419922 0.181375 -0.0851282 0.733497
0.248047 -0.0683594 0.419922 0.194083 -0.113507 0.69241
0.248047 -0.0488281 0.419922 0.199739 -0.0835826 0.716678
0.228516 -0.0292969 0.419922 0.187289 -0.0528229 0.759888
0.228516 -0.00976562 0.419922 0.193774 -0.0182424 0.787984
0.248047 -0.0292969 0.419922 0.206292 -0.0518238 0.741884
0.248047 -0.00976563 0.419922 0.213563 -0.0178842 0.768553
0.270864 -0.0697313 0.399019 0.213839 -0.112914 0.673247
0.26206 -0.0660526 0.422229 0.213839 -0.112914 0.673247
0.274992 -0.0523367 0.396882 0.219658 -0.0825456 0.697797
0.266002 -0.0480887 0.420661 0.219658 -0.0825456 0.697797
0.287109 -0.0683594 0.400391 0.233655 -0.111594 0.654751
0.287113 -0.0488316 0.400387 0.240277 -0.0821507 0.677572
0.267578 -0.0292969 0.419922 0.226257 -0.0508901 0.722852
0.267578 -0.00976563 0.419922 0.233794 -0.0175202 0.748686
0.288199 -0.0296744 0.400013 0.247517 -0.050782 0.701701
0.278774 -0.0264266 0.422792 0.247517 -0.050782 0.701701
0.289554 -0.00991386 0.400242 0.255675 -0.0174439 0.726881
0.279814 -0.00932386 0.420364 0.255675 -0.0174439 0.726881
0.312112 -0.151639 0.356173 0.232391 -0.216422 0.551187
0.304968 -0.144909 0.382435 0.232391 -0.216422 0.551187
0.306641 -0.126953 0.380859 0.236829 -0.191048 0.572123
0.326487 -0.146789 0.361024 0.251655 -0.21486 0.533485
0.318055 -0.138634 0.388709 0.248698 -0.214092 0.53721
0.331046 -0.130106 0.358175 0.256263 -0.18942 0.554317
0.323155 -0.125004 0.382808 0.256263 -0.18942 0.554317
0.307352 -0.108035 0.380246 0.241868 -0.165486 0.592646
0.312034 -0.090288 0.378462 0.247283 -0.138122 0.614595
0.326171 -0.107421 0.38086 0.261508 -0.163266 0.575226
0.326172 -0.0878906 0.380859 0.267368 -0.137167 0.595465
0.351953 -0.151776 0.336505 0.271127 -0.213049 0.515825
0.365551 -0.14678 0.341502 0.291467 -0.211883 0.49665
0.369819 -0.129189 0.339561 0.296571 -0.186792 0.516636
0.344274 -0.145276 0.362537 0.2714 -0.212969 0.515631
0.345703 -0.126953 0.361328 0.276175 -0.188067 0.535758
0.357022 -0.138768 0.369045 0.277696 -0.210565 0.511739
0.361344 -0.125055 0.363226 0.296482 -0.186816 0.516702
0.37409 -0.11548 0.333739 0.300682 -0.160196 0.539121
0.348042 -0.108722 0.360028 0.281545 -0.162603 0.555852
0.339619 -0.104028 0.384253 0.281449 -0.162625 0.555926
0.352649 -0.091658 0.357561 0.288074 -0.135402 0.576524
0.343958 -0.0869486 0.381801 0.288074 -0.135402 0.576524
0.365066 -0.107269 0.361481 0.302628 -0.160783 0.536589
0.365251 -0.0879068 0.361312 0.308914 -0.134924 0.556162
0.355728 -0.0786854 0.390065 0.29668 -0.137204 0.566116
0.299104 -0.100914 0.406898 0.241868 -0.165486 0.592646
0.303333 -0.0864228 0.401858 0.247283 -0.138122 0.614595
0.315782 -0.0766848 0.372534 0.2534 -0.109796 0.636804
0.327221 -0.0690001 0.380219 0.274035 -0.109457 0.616508
0.330433 -0.0496681 0.380019 0.2815 -0.0801046 0.638396
0.332711 -0.0301561 0.38 0.289814 -0.0494018 0.660784
0.333894 -0.0102099 0.380415 0.299142 -0.0169835 0.683875
0.345703 -0.0683594 0.380859 0.295129 -0.107763 0.597108
0.345703 -0.0488281 0.380859 0.302927 -0.0792756 0.617797
0.367108 -0.0690556 0.360632 0.316198 -0.107669 0.576133
0.35793 -0.0656384 0.38358 0.315422 -0.107791 0.576786
0.369965 -0.0496079 0.360548 0.324779 -0.0787179 0.596504
0.360381 -0.0480281 0.381659 0.324779 -0.0787179 0.596504
0.345703 -0.0292969 0.380859 0.311763 -0.0490865 0.63915
0.345703 -0.00976563 0.380859 0.321752 -0.0169085 0.661339
0.371908 -0.0300561 0.360569 0.33428 -0.0485014 0.617218
0.3622 -0.028953 0.381203 0.33428 -0.0485014 0.617218
0.37291 -0.0101345 0.360959 0.344873 -0.0166605 0.638467
0.363126 -0.00966532 0.38096 0.344873 -0.0166605 0.638467
0.306537 -0.0682656 0.400484 0.2534 -0.109796 0.636804
0.306641 -0.0488281 0.400391 0.26043 -0.0806611 0.658908
0.318413 -0.0636171 0.405133 0.274035 -0.109457 0.616508
0.320927 -0.0477939 0.401425 0.2815 -0.0801046 0.638396
0.306641 -0.0292969 0.400391 0.26837 -0.0499486 0.681681
0.306641 -0.00976563 0.400391 0.277194 -0.0172144 0.705592
0.323033 -0.0288858 0.400802 0.289814 -0.0494018 0.660784
0.324115 -0.00964852 0.400508 0.299142 -0.0169835 0.683875
0.384766 -0.362978 0.00811586 0.368433 -0.614963 0.0166047
0.384766 -0.361923 0.0287018 0.357279 -0.5945 0.0482214
0.398774 -0.354364 0.0167293 0.39117 -0.592274 0.0165568
0.398006 -0.353844 0.0367812 0.37714 -0.574485 0.0483756
0.384766 -0.359809 0.0503468 0.347493 -0.574615 0.0778924
0.38399 -0.357188 0.0724992 0.338788 -0.554967 0.106245
0.396565 -0.352867 0.0572888 0.359868 -0.560803 0.0793289
0.39506 -0.351903 0.0777844 0.352096 -0.546821 0.101082
0.408525 -0.347881 0.0036812 0.392736 -0.590749 0.0165142
0.407689 -0.347313 0.0237809 0.380792 -0.571116 0.0480919
0.393024 -0.350653 0.0595031 0.336193 -0.557145 0.106662
0.406035 -0.346177 0.0444483 0.370187 -0.551763 0.0780502
0.404403 -0.343985 0.0661711 0.36107 -0.532658 0.106272
0.422302 -0.338133 0.0134292 0.418513 -0.56513 0.0163564
0.421543 -0.337588 0.0335058 0.405911 -0.54643 0.0476588
0.432104 -0.33091 0.0011214 0.422702 -0.561426 0.015872
0.431285 -0.330302 0.0212609 0.408562 -0.545451 0.0459867
0.443359 -0.321764 0.010267 0.444943 -0.538717 0.0163403
0.443222 -0.320701 0.0308616 0.431789 -0.520704 0.0475071
0.420061 -0.336485 0.0541404 0.393 -0.52936 0.0776398
0.417943 -0.334842 0.0753143 0.374872 -0.517486 0.107643
0.429676 -0.329127 0.0419671 0.392664 -0.529653 0.0776828
0.427368 -0.327333 0.0632924 0.384526 -0.509494 0.10598
0.441924 -0.319447 0.0516465 0.419656 -0.503186 0.077158
0.439864 -0.317679 0.0729463 0.404136 -0.489308 0.106556
0.380738 -0.355103 0.0941155 0.330507 -0.535588 0.133905
0.37743 -0.353024 0.115726 0.314459 -0.52296 0.162582
0.389972 -0.348748 0.0809396 0.330604 -0.53551 0.133886
0.385907 -0.345909 0.10331 0.323407 -0.516036 0.160557
0.40411 -0.339778 0.0899091 0.35322 -0.513787 0.132993
0.401072 -0.336587 0.112632 0.345053 -0.495355 0.159592
0.413277 -0.331478 0.078678 0.358165 -0.508944 0.132891
0.410073 -0.329262 0.100425 0.344201 -0.496 0.1598
0.384614 -0.340327 0.128423 0.317759 -0.496569 0.185672
0.380793 -0.335794 0.152487 0.31054 -0.478085 0.211375
0.393629 -0.331442 0.117776 0.320804 -0.491363 0.187832
0.389052 -0.328448 0.140302 0.311984 -0.477063 0.210953
0.397352 -0.333884 0.134866 0.321743 -0.489931 0.188326
0.405612 -0.325741 0.123478 0.339138 -0.47557 0.185292
0.40336 -0.319776 0.148974 0.334009 -0.455888 0.210103
0.415619 -0.333165 0.0965226 0.367845 -0.505184 0.126971
0.424548 -0.324799 0.0853569 0.37597 -0.49092 0.13311
0.423177 -0.320225 0.109462 0.368784 -0.472195 0.159021
0.437161 -0.315426 0.0947298 0.394483 -0.480857 0.124659
0.434716 -0.313429 0.116259 0.382732 -0.462335 0.154933
0.419368 -0.316581 0.132638 0.353338 -0.459416 0.187246
0.415625 -0.313716 0.155034 0.348503 -0.447654 0.203844
0.453841 -0.313128 0.0189031 0.459872 -0.52442 0.0157078
0.45348 -0.312812 0.0387506 0.445602 -0.50785 0.0465486
0.376215 -0.332812 0.175 0.301653 -0.469186 0.229161
0.384919 -0.322727 0.165554 0.307845 -0.456642 0.235514
0.380928 -0.316534 0.191279 0.299965 -0.440818 0.259217
0.398727 -0.315436 0.172846 0.314935 -0.450087 0.234978
0.375338 -0.312734 0.21461 0.295276 -0.42708 0.277644
0.452786 -0.312206 0.0198251 0.442655 -0.510444 0.0469001
0.451526 -0.311119 0.0404433 0.428984 -0.496742 0.0742733
0.449379 -0.309293 0.0618008 0.415001 -0.484708 0.100291
0.411629 -0.310682 0.138537 0.337755 -0.452161 0.210084
0.431983 -0.311202 0.0989542 0.375699 -0.466154 0.158147
0.446468 -0.306804 0.0838205 0.399648 -0.46714 0.133212
0.443601 -0.303175 0.106981 0.392579 -0.448222 0.159199
0.452543 -0.292429 0.0981962 0.403265 -0.434514 0.162221
0.428164 -0.308204 0.121484 0.359804 -0.454734 0.185462
0.424126 -0.303266 0.145953 0.356421 -0.43362 0.209959
0.432743 -0.292229 0.137458 0.365138 -0.420086 0.214776
0.440454 -0.298939 0.130748 0.37828 -0.434633 0.187087
0.436377 -0.295409 0.15381 0.373126 -0.425593 0.201281
0.449354 -0.289488 0.120669 0.39356 -0.426277 0.180163
0.44472 -0.284917 0.14477 0.379655 -0.409958 0.210387
0.452781 -0.273094 0.137062 0.391006 -0.391651 0.217343
0.463586 -0.304101 0.00839871 0.47287 -0.510661 0.0164691
0.463034 -0.303344 0.0286869 0.458874 -0.493385 0.0477412
0.47404 -0.294335 0.0181646 0.488792 -0.494987 0.016221
0.473499 -0.293802 0.0382295 0.473248 -0.479062 0.0476901
0.483815 -0.28414 0.00882914 0.50475 -0.478667 0.0165826
0.483124 -0.283499 0.0290007 0.48773 -0.464228 0.0480418
0.462293 -0.301571 0.0499913 0.445692 -0.476913 0.077395
0.460369 -0.299661 0.0714327 0.428825 -0.464196 0.106978
0.471723 -0.292047 0.0399845 0.45943 -0.465158 0.0754113
0.469876 -0.290222 0.0613406 0.447158 -0.452543 0.1003
0.472828 -0.293139 0.0584238 0.457998 -0.463301 0.0787017
0.481459 -0.282621 0.0494103 0.471933 -0.450301 0.0777666
0.479509 -0.280725 0.0708372 0.460033 -0.43255 0.107417
0.492045 -0.273277 0.0196919 0.504222 -0.44805 0.0477287
0.490979 -0.272072 0.0404285 0.490823 -0.43407 0.0751063
0.48914 -0.269957 0.0620743 0.479209 -0.419623 0.101168
0.493054 -0.274404 0.0185647 0.518798 -0.465331 0.0158709
0.492658 -0.273962 0.038538 0.502466 -0.45068 0.0468533
0.502094 -0.263672 0.00976563 0.534684 -0.448713 0.0166028
0.50091 -0.26364 0.0293287 0.516587 -0.435258 0.0481545
0.511003 -0.252968 0.000937905 0.55802 -0.425828 0.0161524
0.510368 -0.252128 0.0213094 0.541895 -0.411534 0.0465716
0.518377 -0.242934 0.010972 0.552186 -0.429519 0.0182953
0.5178 -0.242182 0.0312553 0.532705 -0.414948 0.0523476
0.499486 -0.262512 0.0499877 0.498884 -0.42309 0.0780269
0.497676 -0.260445 0.0715858 0.48512 -0.40717 0.107709
0.509164 -0.250503 0.0424659 0.528217 -0.396548 0.0752345
0.507337 -0.248128 0.0643715 0.507342 -0.384749 0.107908
0.516675 -0.240717 0.0522522 0.514107 -0.401811 0.0840819
0.514981 -0.238534 0.0739665 0.496733 -0.389632 0.113635
0.457732 -0.297248 0.0933767 0.422134 -0.454442 0.123423
0.455052 -0.294767 0.115389 0.408682 -0.438054 0.153264
0.467188 -0.287561 0.083533 0.433787 -0.438662 0.127551
0.463838 -0.284206 0.106419 0.417373 -0.422798 0.159829
0.477066 -0.278095 0.0929992 0.450023 -0.426117 0.12386
0.474513 -0.275366 0.115259 0.433841 -0.417678 0.148481
0.460281 -0.280357 0.1298 0.398481 -0.412141 0.189378
0.456164 -0.276466 0.153222 0.398565 -0.399973 0.201462
0.472159 -0.27291 0.0981842 0.43089 -0.405835 0.163276
0.486626 -0.267018 0.084544 0.463642 -0.401673 0.134685
0.483021 -0.264022 0.107071 0.444987 -0.394343 0.160669
0.490996 -0.252441 0.0991215 0.462636 -0.376327 0.161037
0.469198 -0.269732 0.120893 0.423594 -0.395293 0.181113
0.464622 -0.265065 0.145091 0.408593 -0.379948 0.211459
0.471934 -0.253075 0.13755 0.418844 -0.364026 0.21713
0.478632 -0.260995 0.12963 0.438791 -0.369892 0.191318
0.475178 -0.256776 0.15338 0.421319 -0.37018 0.2085
0.487997 -0.248613 0.12248 0.452996 -0.358637 0.188366
0.483015 -0.244476 0.146149 0.432328 -0.354784 0.212887
0.495359 -0.25772 0.093842 0.477176 -0.396769 0.126055
0.49324 -0.25519 0.115903 0.466682 -0.382356 0.150962
0.504812 -0.245126 0.086905 0.488316 -0.376164 0.13552
0.500227 -0.243605 0.107957 0.469858 -0.368367 0.161775
0.513182 -0.236232 0.0957995 0.479034 -0.377616 0.14335
0.496414 -0.239855 0.131239 0.457276 -0.352694 0.19003
0.493468 -0.236026 0.154599 0.446451 -0.346341 0.207208
0.5281 -0.229227 0.00514837 0.609394 -0.372913 0.0176925
0.527543 -0.228316 0.0255907 0.589425 -0.360563 0.0500119
0.526451 -0.226574 0.0468636 0.569728 -0.350508 0.0797646
0.524295 -0.224742 0.0682263 0.549559 -0.343196 0.107245
0.530552 -0.213664 0.0597739 0.558882 -0.330721 0.110397
0.490372 -0.231918 0.139176 0.451712 -0.3337 0.214588
0.511351 -0.233852 0.0786478 0.506417 -0.356695 0.136888
0.509131 -0.230611 0.10142 0.495344 -0.340566 0.164089
0.519901 -0.224578 0.0879225 0.525634 -0.334949 0.139417
0.516394 -0.221705 0.110327 0.506134 -0.344886 0.148979
0.528677 -0.210581 0.0823877 0.536885 -0.324006 0.139109
0.525879 -0.206117 0.106383 0.537764 -0.316914 0.145321
0.505572 -0.226002 0.12556 0.47539 -0.334704 0.189906
0.499467 -0.223689 0.147405 0.455696 -0.329415 0.21489
0.511154 -0.213952 0.118079 0.493406 -0.312581 0.194013
0.508094 -0.209115 0.142448 0.479491 -0.303415 0.217094
0.513785 -0.217446 0.134116 0.456172 -0.362232 0.181596
0.519912 -0.204948 0.127083 0.50303 -0.312658 0.184311
0.51543 -0.200917 0.150646 0.464061 -0.307329 0.22861
0.530738 -0.19435 0.0986192 0.542347 -0.288388 0.169265
0.528289 -0.189364 0.123136 0.53943 -0.268534 0.192036
0.523096 -0.185626 0.146406 0.512452 -0.276899 0.21065
0.529089 -0.171229 0.141271 0.53964 -0.256177 0.204183
0.393927 -0.312073 0.156677 0.31411 -0.444264 0.241626
0.388234 -0.308127 0.180154 0.303216 -0.436622 0.260162
0.406419 -0.306611 0.162139 0.32903 -0.43599 0.23498
0.402658 -0.299839 0.188442 0.323807 -0.416202 0.259991
0.410257 -0.289915 0.178835 0.329249 -0.410362 0.260388
