x y r
0.5333477531315096 0.4795532119388426 0.23307744628946162
0.5333350931351061 0.47954710858895555 0.23306525857600624
0.5336077452289663 0.4797827591264219 0.233320517444321
0.5336781305242123 0.4717256774333288 0.22527269443241865
0.5342889430277835 0.47293841921985635 0.22649235362278722
0.5348975157406709 0.4739506569357712 0.22749199130139816
0.5355231472164615 0.47503333517435903 0.2285408055159899
0.5361945029856653 0.4762431509910401 0.22969054083678003
0.5369312812357682 0.4776635047882809 0.23101806205956388
0.5374971820974513 0.478661808386586 0.23192995379962833
0.5464124689769752 0.47966758930699105 0.23650760414779645
0.5402867230967833 0.4984989522767519 0.2531557378397115
0.5418602511831498 0.4982908071008164 0.2531215186236818
0.5333683023551693 0.47965200162572863 0.23309050122568578
0.5286319423861194 0.4771131158978468 0.22934409632600636
0.5342152807812676 0.48026512191906523 0.2338934397274019
0.5199547013346101 0.4719623569493562 0.22245576849621948
0.5346501275858506 0.4805889743759525 0.23430513711727874
0.5110571091730485 0.46703994911091773 0.2160088672042274
0.5341128134028875 0.4801620189506671 0.23379788392053458
0.5564024391716501 0.49041443254066175 0.23952956432977351
0.5374971820974515 0.478661808386586 0.2319299537996283
0.5473292967488725 0.4963462901178841 0.24695339901577024
0.5377982389527733 0.47921597950870015 0.2324248212946675
0.541577143948673 0.4866511373176845 0.23864776755821251
0.5382545296554943 0.4803091239434833 0.2333957529044769
0.5367906631395547 0.4773426565085662 0.23072556716597262
0.5391250583280013 0.48187910335750883 0.23471397202951869
0.5325051089934523 0.46774310236246386 0.22259419886152354
0.5399342548249478 0.4833874068104117 0.23596071972155275
0.5459260971639259 0.4757712064491607 0.23409137708663846
0.5437187053488297 0.4967427247690499 0.252736547534509
0.5438810621153244 0.49705424149776223 0.2529420898454622
0.5419408022085569 0.4977486976013248 0.2529490291660292
0.5359707347805175 0.5000185688325691 0.2529414969235483
0.5418748158572195 0.49788154187596734 0.253044048496228
0.5168696195202457 0.472189684092841 0.2204893739461668
0.5402867230967833 0.4984989522767519 0.2531557378397115
0.553267090214036 0.4949558245236589 0.2427889261126847
0.5399342548249478 0.4833874068104117 0.23596071972155275
0.5449741038228094 0.4944498381324323 0.2447404139324626
0.5401637499989865 0.4838181223561483 0.23631646562648298
0.5404812824580562 0.4845870167676791 0.2368649164027774
0.5407438890417413 0.48503196055177455 0.2372580175227622
0.5364410795711319 0.47539681388075483 0.22969010920810348
0.5414245103411648 0.4865777719802473 0.23848114186724054
0.5446198003412204 0.4750287387754985 0.23374620139355068
0.5460963429958636 0.49526860310186044 0.2524716259699061
0.5444996128664471 0.4962819262502718 0.25258102990718123
0.5448719866068757 0.496088957728262 0.25259672179004106
0.5355057620715588 0.5005537770451602 0.25265013254767904
0.5437187053488297 0.4967427247690499 0.252736547534509
0.5504061520988718 0.49719106780478295 0.2447195910716374
0.5414245103411648 0.4865777719802474 0.2384811418672406
0.543859139885839 0.4916540555917501 0.24210646976614858
0.5416879424395653 0.4871112202192225 0.23887296010682368
0.53977062900905 0.48262254471496124 0.23556146870208747
0.5423031717318963 0.4884557672166847 0.2398369314877437
0.536334100923773 0.47280301662968416 0.22825998453537122
0.5428639958491815 0.4896245600477995 0.24065205628123187
0.5436871898629803 0.47379292885192614 0.23280783969841629
0.5454248632736008 0.49537376852239656 0.25207628908866125
0.548354328368451 0.4937597903464554 0.25225188855142744
0.5475613387772834 0.4942042582687169 0.2522453273136757
0.5390024555058612 0.4991726632090452 0.25232262511256653
0.5460963429958636 0.49526860310186044 0.2524716259699061
0.5450778171804478 0.49434504304359794 0.24377092512164605
0.5427675466515169 0.4894161108501348 0.2405103720588692
0.5408053816397205 0.4845816075028707 0.23716975778527977
0.5430165031118804 0.4899760056512509 0.24088274985159575
0.5539887086086775 0.48917409548713386 0.2517635541298499
0.5498325297950111 0.4920021508775164 0.25171342142995834
0.5445244469088946 0.49599335718691684 0.25201421207502106
0.548181257189277 0.4934583746067205 0.25196148203188024
0.5512769808745144 0.49819254531625085 0.24379427916537452
0.5430267378124939 0.48999924035186426 0.2408980760082138
0.5446355406965859 0.4937101051383225 0.24323759742555684
0.5435716630020536 0.49126401279811094 0.24171796828899472
0.5407414309368842 0.48372799537862077 0.2368346324363631
0.5438298522717099 0.49187186348053863 0.24211569524696624
0.5420629112443197 0.4767932166959108 0.2349006451741537
0.5510893212414952 0.49075756172348234 0.2514698775449895
0.542819765717313 0.49723036222291744 0.2516577561585229
0.5493711766398686 0.49232550403265896 0.25170575770057463
0.5473556122413061 0.4999046964437075 0.2468105355090614
0.5438298522717099 0.49187186348053863 0.24211569524696624
0.5431305093681004 0.4900425935705017 0.2410094260587497
0.5440455397576103 0.4923982670363434 0.24242185559602722
0.5419446068049762 0.4702290589248722 0.23005347599377973
0.5409685289648642 0.4840673827090096 0.23960453478023117
0.5412752230844705 0.47854744264537796 0.23580711194198123
0.5413320977053737 0.477855134916783 0.23532089563597433
0.5456253856832314 0.49511128004661714 0.2512672384038345
0.5420697850044569 0.47396809796052064 0.2327405136881052
0.5450997030296605 0.4950443005477373 0.24390197485804782
0.5444594023809174 0.4934340306872602 0.24302198019833385
0.5428231348617025 0.4888947323797793 0.24044416672223048
0.5462302730212059 0.4982060532157883 0.2456349351918798
0.5414670011066439 0.47005411948110987 0.22986209009473735
0.5408008950851779 0.4829365926859468 0.23843311820290677
0.5412831765894903 0.47882294399826353 0.23597667683646123
0.5413945172792013 0.47684039439467263 0.23462723640330335
0.5462788334299239 0.498384299602055 0.2456675342813972
0.5447019515472259 0.4940327317418084 0.24335137720443634
0.5438198099328113 0.49153327610494235 0.24201684920946737
0.5462274748655447 0.4983751752222521 0.2456174759988931
0.5409584980665982 0.46951956156813457 0.22935172956472677
0.5409873968026622 0.4835006643845915 0.23868309424112477
0.5408896693102574 0.4762133903244753 0.2338233313737892
0.5409123346162272 0.47444715315489744 0.23262979569864667
0.5469335950587542 0.4999861772316566 0.24627044934837697
0.5447638834242439 0.4941805837809512 0.24343548899402423
0.5443049306323583 0.4927805128052608 0.24274546898282534
0.546142572222779 0.4983660406963262 0.2455332644521729
0.5408988448631412 0.47597348305751086 0.23365606507893186
0.5408962019031371 0.4758678592841166 0.23358726385037812
0.5463209136582777 0.4988261054890968 0.24567264683384843
0.5442033365066006 0.4923698049801478 0.24257194264287296
0.5443936939835774 0.4928498858143964 0.2428448589124586
0.546086003716079 0.4982518251367585 0.24537599569983023
0.5406576381588625 0.4757813068829603 0.2333408844571099
0.5408175139874953 0.47880746178674655 0.23530204950137867
0.5408194933928309 0.4794554516489917 0.23574840443737127
0.5404361114489638 0.46612394973828997 0.22702032823096166
0.5458156761679854 0.4972809762967132 0.24487112525840696
0.5437311025350413 0.49148492395572085 0.242458901718118
0.5442792799867019 0.4928815801154297 0.2430737644020009
0.5463047601449487 0.4990487785820143 0.24563775293385484
0.5400688756014437 0.47517639544389967 0.23250292091626568
0.5412600961954608 0.48327843435099954 0.2380942008141287
0.5400353135765295 0.4747979574688138 0.23225553224069506
0.5393477123188261 0.46513026345541575 0.22593402496767515
0.5456092812605637 0.49667260367901445 0.24460327839056492
0.5441686789357956 0.492151697372861 0.2427645296501237
0.5443749388045704 0.492918261223021 0.24317114079458166
0.5469779478024603 0.5009789205489995 0.24620562541218094
