x y r
1.984864970186 0.006375580927299999 0.4971474680952967
1.983567005668 -0.020036494332 0.4966633496048849
1.983567005668 0.020036494332 0.4966633496048849
1.981310038346 -0.033629461654000006 0.496005626397562
1.981310038346 0.033629461654000006 0.496005626397562
1.918432085782 -0.032458414218 0.4338348572236051
1.918432085782 0.032458414218 0.4338348572236051
1.912297439311 -0.036351060689 0.428708457504195
1.912297439311 0.036351060689 0.428708457504195
1.900700075215 -0.04330512478499998 0.4195883210403925
1.900700075215 0.04330512478499998 0.4195883210403925
1.910163324835 -0.037668175165 0.42697585374097263
1.910163324835 0.037668175165 0.42697585374097263
1.9061303500750002 -0.04004264992500002 0.42383537721198605
1.9061303500750002 0.04004264992500002 0.42383537721198605
1.9068296837779999 -0.039668316222 0.42434123001738083
1.9068296837779999 0.039668316222 0.42434123001738083
1.91653469266 -0.03448630733999998 0.4314387101729547
1.91653469266 0.03448630733999998 0.4314387101729547
1.9104179601640001 -0.03779103983599999 0.4269084167202661
1.9104179601640001 0.03779103983599999 0.4269084167202661
1.915832599942 -0.035073400058 0.43071263708510626
1.915832599942 0.035073400058 0.43071263708510626
1.914242167424 -0.035627832576000024 0.42982790753547273
1.914242167424 0.035627832576000024 0.42982790753547273
1.924061961104 -0.031202038895999984 0.4363399463483373
1.924061961104 0.031202038895999984 0.4363399463483373
1.929864679192 -0.028551320808000047 0.44030068004031175
1.929864679192 0.028551320808000047 0.44030068004031175
1.943309505472 -0.023514494528 0.44862749522550266
1.943309505472 0.023514494528 0.44862749522550266
1.9345657535049998 -0.026396246494999998 0.4435576760878373
1.9345657535049998 0.026396246494999998 0.4435576760878373
1.940693795841 -0.023957204159000017 0.44750142388657604
1.940693795841 0.023957204159000017 0.44750142388657604
1.947518084355 -0.02100491564500004 0.4521928164251165
1.947518084355 0.02100491564500004 0.4521928164251165
1.958882757463 -0.017188242536999992 0.45911583779525084
1.958882757463 0.017188242536999992 0.45911583779525084
1.9604648522049999 -0.01619814779499998 0.4605335055149056
1.9604648522049999 0.01619814779499998 0.4605335055149056
1.967696776684 -0.013375223316000023 0.46543709316098364
1.967696776684 0.013375223316000023 0.46543709316098364
1.9767195120169998 -0.010490487982999952 0.47106011934957537
1.9767195120169998 0.010490487982999952 0.47106011934957537
1.98165313252 -0.008676867480000017 0.474409212985214
1.98165313252 0.008676867480000017 0.474409212985214
1.99681564855 -0.005853351449999988 0.4844007764645825
1.99681564855 0.005853351449999988 0.4844007764645825
1.996606671045 -0.005338328954999971 0.48469150161251356
1.996606671045 0.005338328954999971 0.48469150161251356
1.9998983925 0.0057623925000000464 0.4813750939314819
1.9998983925 -0.0057623925000000464 0.4813750939314819
2.0006923678720003 0.007532367872000012 0.48030006496769534
2.0006923678720003 -0.007532367872000012 0.48030006496769534
2.00111356362 0.010064563619999967 0.47947726458107814
2.00111356362 -0.010064563619999967 0.47947726458107814
2.00445808896 0.021943088959999968 0.4744283361964053
2.00445808896 -0.021943088959999968 0.4744283361964053
2.004053760305 0.019948760305000035 0.4755710059745969
2.004053760305 -0.019948760305000035 0.4755710059745969
2.0061675245 0.028484524499999997 0.47189310960957165
2.0061675245 -0.028484524499999997 0.47189310960957165
2.005493141297 0.025970141296999982 0.47287405206453653
2.005493141297 -0.025970141296999982 0.47287405206453653
2.005606876093 0.026276876093000057 0.4727232874678222
2.005606876093 -0.026276876093000057 0.4727232874678222
2.005941339056 0.027505339056 0.4722371768210727
2.005941339056 -0.027505339056 0.4722371768210727
2.0062064883 0.026285488299999993 0.47279785881870756
2.0062064883 -0.026285488299999993 0.47279785881870756
2.0043560465179997 0.022127046518000015 0.4750439926828753
2.0043560465179997 -0.022127046518000015 0.4750439926828753
2.00363832584 0.01822732584000003 0.47677725303789814
2.00363832584 -0.01822732584000003 0.47677725303789814
2.00405499175 0.020973991750000087 0.4754614309245046
2.00405499175 -0.020973991750000087 0.4754614309245046
2.004617260116 0.021697260115999983 0.4755484002560192
2.004617260116 -0.021697260115999983 0.4755484002560192
2.004144553824 0.02041855382400004 0.4761105362320108
2.004144553824 -0.02041855382400004 0.4761105362320108
1.997770552996 0.004768552995999986 0.4853310288759694
1.997770552996 -0.004768552995999986 0.4853310288759694
2.001598094905 0.015364094905000014 0.47818821200889083
2.001598094905 -0.015364094905000014 0.47818821200889083
1.9977988748670001 0.004627874867000004 0.4852767831428579
1.9977988748670001 -0.004627874867000004 0.4852767831428579
1.995120557232 0.0007505572320000709 0.48720404182581645
1.995120557232 -0.0007505572320000709 0.48720404182581645
1.9824454985759998 0.007061498576000025 0.4759069168742689
1.9824454985759998 -0.007061498576000025 0.4759069168742689
1.982115989356 0.0069659893559999575 0.47559750355010894
1.982115989356 -0.0069659893559999575 0.47559750355010894
1.991084571052 0.00624257105199999 0.47987286308193033
1.991084571052 -0.00624257105199999 0.47987286308193033
1.993748706295 7.670629500000636e-05 0.48679233340615813
1.993748706295 -7.670629500000636e-05 0.48679233340615813
2.00046732702 0.006564327020000038 0.4830225463469797
