x y r
1.984956878404 -0.020158621595999994 0.49805857764749595
1.9846310202650002 -0.034121479735 0.4993628578013166
1.9841760805570001 -0.04593941944299999 0.500946781282238
1.9837020371979999 -0.05469346280199999 0.5024313190512019
1.98268137962 -0.06843082038 0.5053334949633479
1.983329344685 -0.06009215531499999 0.5035010217999726
1.98272771803 -0.06719428197 0.5051026393803445
1.982469098405 -0.06975190159500001 0.5057435835092168
1.983482832835 -0.061113167164999996 0.5034876042451863
1.982544522444 -0.06923447755599996 0.505590884665687
1.982903564056 -0.06666043594400001 0.5048493692982604
1.982247832704 -0.069912167296 0.5059868605046963
1.983776216896 -0.06133878310399998 0.5032280297133945
1.98437230435 -0.05780969565000005 0.502164511951696
1.98705842944 -0.04676157055999999 0.4981693451343972
1.9849519142399998 -0.05426708576 0.5011384790949918
1.986004890647 -0.049520109353 0.4995260087909821
1.986942476725 -0.04439052327499998 0.49803133034046965
1.989462680188 -0.035283319811999975 0.49464840729782406
1.989413687507 -0.034155312492999995 0.4945995418169679
1.990736922512 -0.028149077488000024 0.49280706003840297
1.9928284600309998 -0.020907539969000022 0.49024378892024884
1.993789463596 -0.016893536403999987 0.48906541236270995
1.9973678102249999 -0.006224189775 0.48506591072067484
1.997110458615 -0.005692541385000027 0.48530734928950287
1.9998983925 0.0057623925000000464 0.4813750939314819
2.0006923678720003 0.007532367872000012 0.48030006496769534
2.00111356362 0.010064563619999967 0.47947726458107814
2.00601719424 0.020754194239999912 0.4763890197326671
2.005249329491 0.018978329491000034 0.47711085065613873
2.0081530409 0.02685804089999999 0.47445976585374183
2.007280096203 0.024419096203000035 0.4752402618438459
2.007392126221 0.024654126220999995 0.4751358452736789
2.007788374112 0.02575637411199999 0.47478087823307724
2.007670692075 0.02482669207499999 0.4748647354770494
2.005578434972 0.020826434971999985 0.4768288803336987
2.004399905681 0.01736790568100005 0.47792555912249096
2.0051811343 0.019655134300000043 0.4771956690904844
2.005483913468 0.020635913468000033 0.4769186355422943
2.0049494914799997 0.019384491479999988 0.4774209596602678
1.997457162165 0.005222162164999933 0.4847796895148172
2.002497324701 0.01405932470100002 0.479772837993551
1.997509563495 0.005094563494999982 0.4847276935823369
1.9951062357920002 0.0007762357920000351 0.48717463957951884
1.989832852368 -0.007963147631999956 0.49264946714965246
1.9892786843290002 -0.009160315671000063 0.4932429537597264
1.994261879287 -0.0012951207129999198 0.4880528438132246
1.99422595365 -0.0011250463499999919 0.48808538191940853
2.000127654245 0.0074196542449999625 0.48210224082385045
2.0038227940319997 0.015462794032000016 0.4759735630161876
2.0079592703699998 0.02274927037000002 0.4705771023032791
2.0134695222600003 0.03227952225999997 0.4633653397441154
2.0133363933419997 0.032025393342 0.4635411871934765
2.018848384274 0.04110738427399996 0.4565818339062835
2.024293273312 0.05038327331199999 0.44928281768021683
2.024662073209 0.05107707320899996 0.4487934704114374
2.030482094435 0.06066009443499998 0.4410506082129552
2.035334336805 0.06876433680500005 0.43444518188312287
2.039097678848 0.07779967884799993 0.42654398014120964
2.0415342475069997 0.08514324750699998 0.4198762788159827
2.04208069564 0.08664669564 0.4185005687334189
2.049356273996 0.09079127399599995 0.41564135590434875
2.050024312817 0.09173331281699992 0.41478842068828325
2.04498258408 0.06714941592000007 0.4412548442993982
