x y z r
-0.12240414615399997 -0.022849426923000002 -0.022849426923000002 0.4628191127723964
-0.15659125135000007 -0.019703989399999997 0.010577640750000006 0.4384027913263298
-0.13795104286000004 0.014967676700000002 -0.015793233840000004 0.45794822038897853
-0.1529129245960001 0.01159946229799999 0.01159946229799999 0.4496425832919246
-0.22261963009600005 0.017164861424000005 0.0124097661344 0.38425474250533004
-0.13659962600899994 -0.035453987507999996 -0.004854172608400001 0.4485472607717535
-0.14378398607200005 -0.030446502930000008 0.0019478134378000007 0.4435004228290024
-0.19725402681600007 0.002554150812 -0.0037626491593000036 0.4026893011661479
-0.19135383091199998 0.0032367387050000196 0.0024438574775000003 0.40907227280353214
-0.16459813819600005 0.018414337787999988 0.023468900407999996 0.4421795078106701
-0.20670043784000003 0.012108590274999997 0.011337347564999996 0.3976125952430187
-0.20366734075200005 0.011739971583999989 0.008100769167999997 0.4003270969032976
-0.20666488014400003 0.013379432976 0.006136210799999993 0.39721264311717874
-0.14650950038100008 0.013247558404999998 -0.004685441195000015 0.45320423962202094
-0.143517426434 0.0059456023340000025 0.004525179749199998 0.45584856522892697
-0.13875838913600003 0.006884871504000009 0.002195739224000001 0.4606592848620095
-0.208496905563 0.01368085125299999 0.0068021014202999976 0.3957881625017979
-0.20700767315000002 0.009473820524999996 0.0018358014799999978 0.3956527604169175
-0.21150619453299996 0.01656096303400001 0.004988628317599997 0.3928647205187522
-0.21697195003200004 0.016050978680000008 0.001970849020800001 0.3870679285116744
-0.193888564975 -0.006137036075000005 -0.005764368357500004 0.40378912887686075
-0.20576962057399995 0.014537248052000004 0.0061325725220000155 0.3986166208601205
-0.16353032871000006 0.015783422889999996 0.021865005819999977 0.4425271034399684
-0.17109307841600002 0.013283238880999998 0.019665139535 0.4351902657892076
-0.17255433093400002 0.011068332549999997 0.022466713885999995 0.43285579206198865
-0.15906335801200006 -0.006521371139999996 0.009755028060000004 0.44003710062844864
-0.15446105136200006 0.000368606883 0.004198444018000014 0.44431589690164014
-0.15507080392400002 0.005324124711199994 0.0051572413239999865 0.44379338297247706
-0.22984389296000002 0.007617980144 0.009924062240000003 0.3765349875308483
-0.206165674171 -0.008773007559600001 -0.053255122652 0.37663291771929003
-0.2085944531840001 -0.004523792340700005 -0.0013062908120000105 0.39068565094286434
-0.20510577499200006 0.0002691313707999989 -0.047076033980000015 0.37994162297248785
-0.20616861542400006 0.002139447267499997 -0.0015782267149999918 0.39343234680055233
-0.1737150123909999 0.008417998887100004 0.023161055721000023 0.4324053230595965
-0.229658204682 0.0033385724303999983 0.011534034036000007 0.37395736290243736
-0.21981873990799994 0.0012586188735999992 0.005327233318000002 0.3822409748183665
-0.230996606148 0.0015291568711999996 0.012139313270000007 0.3725012820694379
-0.15823838535899998 0.0021170927336999976 0.008896989236999997 0.4409326022241502
-0.16363872969300003 0.019764264984999988 0.019764264984999988 0.44196519183913624
