x y z n.x n.y n.z
0.03125 0.493381 0.296875 -0.0790575 -0.996125 -0.0385405
0.046875 0.492141 0.296875 -0.0790575 -0.996125 -0.0385405
0.046875 0.491537 0.3125 -0.0790575 -0.996125 -0.0385405
0.03125 0.492777 0.3125 -0.0790575 -0.996125 -0.0385405
0.046875 0.492819 0.28125 -0.110358 -0.993223 -0.0364576
0.0625 0.491083 0.28125 -0.110358 -0.993223 -0.0364576
0.0625 0.490509 0.296875 -0.110358 -0.993223 -0.0364576
0.046875 0.492245 0.296875 -0.110358 -0.993223 -0.0364576
0.046875 0.492319 0.296875 -0.11035 -0.99315 -0.0384254
0.0625 0.490583 0.296875 -0.11035 -0.99315 -0.0384254
0.0625 0.489979 0.3125 -0.11035 -0.99315 -0.0384254
0.046875 0.491715 0.3125 -0.11035 -0.99315 -0.0384254
0 0.493738 0.3125 -0.0158579 -0.999048 -0.0406359
0.015625 0.49349 0.3125 -0.0158579 -0.999048 -0.0406359
0.015625 0.492854 0.328125 -0.0158579 -0.999048 -0.0406359
0 0.493102 0.328125 -0.0158579 -0.999048 -0.0406359
0 0.493136 0.328125 -0.0158566 -0.998966 -0.0426146
0.015625 0.492888 0.328125 -0.0158566 -0.998966 -0.0426146
0.015625 0.492221 0.34375 -0.0158566 -0.998966 -0.0426146
0 0.492469 0.34375 -0.0158566 -0.998966 -0.0426146
0.015625 0.493498 0.3125 -0.0475259 -0.998045 -0.0405951
0.03125 0.492754 0.3125 -0.0475259 -0.998045 -0.0405951
0.03125 0.492119 0.328125 -0.0475259 -0.998045 -0.0405951
0.015625 0.492863 0.328125 -0.0475259 -0.998045 -0.0405951
0.015625 0.492914 0.328125 -0.047522 -0.997963 -0.0425718
0.03125 0.49217 0.328125 -0.047522 -0.997963 -0.0425718
0.03125 0.491504 0.34375 -0.047522 -0.997963 -0.0425718
0.015625 0.492248 0.34375 -0.047522 -0.997963 -0.0425718
0 0.492507 0.34375 -0.0158552 -0.998879 -0.0445928
0.015625 0.492259 0.34375 -0.0158552 -0.998879 -0.0445928
0.015625 0.491561 0.359375 -0.0158552 -0.998879 -0.0445928
0 0.491809 0.359375 -0.0158552 -0.998879 -0.0445928
0 0.49185 0.359375 -0.0158538 -0.998789 -0.0465705
0.015625 0.491602 0.359375 -0.0158538 -0.998789 -0.0465705
0.015625 0.490874 0.375 -0.0158538 -0.998789 -0.0465705
0 0.491122 0.375 -0.0158538 -0.998789 -0.0465705
0.015625 0.492304 0.34375 -0.0475179 -0.997877 -0.0445481
0.03125 0.49156 0.34375 -0.0475179 -0.997877 -0.0445481
0.03125 0.490862 0.359375 -0.0475179 -0.997877 -0.0445481
0.015625 0.491606 0.359375 -0.0475179 -0.997877 -0.0445481
0.015625 0.491667 0.359375 -0.0475136 -0.997787 -0.0465238
0.03125 0.490923 0.359375 -0.0475136 -0.997787 -0.0465238
0.03125 0.490195 0.375 -0.0475136 -0.997787 -0.0465238
0.015625 0.490939 0.375 -0.0475136 -0.997787 -0.0465238
0.03125 0.49284 0.3125 -0.0790513 -0.996047 -0.0405138
0.046875 0.4916 0.3125 -0.0790513 -0.996047 -0.0405138
0.046875 0.490965 0.328125 -0.0790513 -0.996047 -0.0405138
0.03125 0.492205 0.328125 -0.0790513 -0.996047 -0.0405138
0.03125 0.492274 0.328125 -0.0790449 -0.995965 -0.0424866
0.046875 0.491034 0.328125 -0.0790449 -0.995965 -0.0424866
0.046875 0.490367 0.34375 -0.0790449 -0.995965 -0.0424866
0.03125 0.491607 0.34375 -0.0790449 -0.995965 -0.0424866
0.046875 0.491795 0.3125 -0.110341 -0.993073 -0.0403928
0.0625 0.490058 0.3125 -0.110341 -0.993073 -0.0403928
0.0625 0.489423 0.328125 -0.110341 -0.993073 -0.0403928
0.046875 0.491159 0.328125 -0.110341 -0.993073 -0.0403928
0.046875 0.491244 0.328125 -0.110332 -0.992992 -0.0423598
0.0625 0.489508 0.328125 -0.110332 -0.992992 -0.0423598
0.0625 0.488842 0.34375 -0.110332 -0.992992 -0.0423598
0.046875 0.490578 0.34375 -0.110332 -0.992992 -0.0423598
0.03125 0.491682 0.34375 -0.0790381 -0.99588 -0.0444589
0.046875 0.490441 0.34375 -0.0790381 -0.99588 -0.0444589
0.046875 0.489744 0.359375 -0.0790381 -0.99588 -0.0444589
0.03125 0.490984 0.359375 -0.0790381 -0.99588 -0.0444589
0.03125 0.491064 0.359375 -0.079031 -0.99579 -0.0464307
0.046875 0.489823 0.359375 -0.079031 -0.99579 -0.0464307
0.046875 0.489095 0.375 -0.079031 -0.99579 -0.0464307
0.03125 0.490335 0.375 -0.079031 -0.99579 -0.0464307
0.046875 0.490669 0.34375 -0.110323 -0.992907 -0.0443262
0.0625 0.488933 0.34375 -0.110323 -0.992907 -0.0443262
0.0625 0.488235 0.359375 -0.110323 -0.992907 -0.0443262
0.046875 0.489971 0.359375 -0.110323 -0.992907 -0.0443262
0.046875 0.490069 0.359375 -0.110313 -0.992818 -0.0462921
0.0625 0.488332 0.359375 -0.110313 -0.992818 -0.0462921
0.0625 0.487604 0.375 -0.110313 -0.992818 -0.0462921
0.046875 0.48934 0.375 -0.110313 -0.992818 -0.0462921
0.0625 0.492273 0.25 -0.141347 -0.98943 -0.0323921
0.078125 0.490041 0.25 -0.141347 -0.98943 -0.0323921
0.078125 0.48953 0.265625 -0.141347 -0.98943 -0.0323921
0.0625 0.491762 0.265625 -0.141347 -0.98943 -0.0323921
0.0625 0.491839 0.265625 -0.141338 -0.989365 -0.034353
0.078125 0.489606 0.265625 -0.141338 -0.989365 -0.034353
0.078125 0.489064 0.28125 -0.141338 -0.989365 -0.034353
0.0625 0.491296 0.28125 -0.141338 -0.989365 -0.034353
0.078125 0.490464 0.25 -0.172003 -0.984569 -0.0322329
0.09375 0.487734 0.25 -0.172003 -0.984569 -0.0322329
0.09375 0.487222 0.265625 -0.172003 -0.984569 -0.0322329
0.078125 0.489952 0.265625 -0.172003 -0.984569 -0.0322329
0.078125 0.490043 0.265625 -0.172159 -0.984476 -0.0341832
0.09375 0.487311 0.265625 -0.172159 -0.984476 -0.0341832
0.09375 0.486769 0.28125 -0.172159 -0.984476 -0.0341832
0.078125 0.489501 0.28125 -0.172159 -0.984476 -0.0341832
0.0625 0.491379 0.28125 -0.141328 -0.989297 -0.0363135
0.078125 0.489146 0.28125 -0.141328 -0.989297 -0.0363135
0.078125 0.488573 0.296875 -0.141328 -0.989297 -0.0363135
0.0625 0.490805 0.296875 -0.141328 -0.989297 -0.0363135
0.0625 0.490894 0.296875 -0.141318 -0.989224 -0.0382736
0.078125 0.488662 0.296875 -0.141318 -0.989224 -0.0382736
0.078125 0.488057 0.3125 -0.141318 -0.989224 -0.0382736
0.0625 0.490289 0.3125 -0.141318 -0.989224 -0.0382736
0.078125 0.4896 0.28125 -0.172417 -0.984361 -0.0361323
0.09375 0.486863 0.28125 -0.172417 -0.984361 -0.0361323
0.09375 0.48629 0.296875 -0.172417 -0.984361 -0.0361323
0.078125 0.489027 0.296875 -0.172417 -0.984361 -0.0361323
0.078125 0.489134 0.296875 -0.172795 -0.984221 -0.0380803
0.09375 0.48639 0.296875 -0.172795 -0.984221 -0.0380803
0.09375 0.485786 0.3125 -0.172795 -0.984221 -0.0380803
0.078125 0.488529 0.3125 -0.172795 -0.984221 -0.0380803
0.0971144 0.484375 0.265625 -0.204557 -0.978322 -0.0322792
0.09958 0.484375 0.25 -0.204557 -0.978322 -0.0322792
0.109375 0.482327 0.25 -0.204557 -0.978322 -0.0322792
0.109375 0.481811 0.265625 -0.204557 -0.978322 -0.0322792
0.0948748 0.484375 0.28125 -0.205061 -0.978144 -0.0344113
0.0974969 0.484375 0.265625 -0.205061 -0.978144 -0.0344113
0.109375 0.481885 0.265625 -0.205061 -0.978144 -0.0344113
0.109375 0.481335 0.28125 -0.205061 -0.978144 -0.0344113
0.09375 0.488353 0.25 -0.204557 -0.978322 -0.0322792
0.109375 0.485086 0.25 -0.204557 -0.978322 -0.0322792
0.109375 0.484571 0.265625 -0.204557 -0.978322 -0.0322792
0.09375 0.487838 0.265625 -0.204557 -0.978322 -0.0322792
0.108177 0.484375 0.28125 -0.205061 -0.978144 -0.0344113
0.09375 0.487399 0.28125 -0.205061 -0.978144 -0.0344113
0.09375 0.487949 0.265625 -0.205061 -0.978144 -0.0344113
0.109375 0.484674 0.265625 -0.205061 -0.978144 -0.0344113
0.109375 0.484375 0.27411 -0.205061 -0.978144 -0.0344113
0.109375 0.48286 0.25 -0.237746 -0.970773 -0.0328233
0.125 0.479034 0.25 -0.237746 -0.970773 -0.0328233
0.125 0.478506 0.265625 -0.237746 -0.970773 -0.0328233
0.109375 0.482332 0.265625 -0.237746 -0.970773 -0.0328233
0.109375 0.482435 0.265625 -0.238076 -0.970623 -0.0348072
0.125 0.478602 0.265625 -0.238076 -0.970623 -0.0348072
0.125 0.478042 0.28125 -0.238076 -0.970623 -0.0348072
0.109375 0.481874 0.28125 -0.238076 -0.970623 -0.0348072
0.0953049 0.484375 0.28125 -0.205593 -0.977954 -0.0365742
0.109375 0.481417 0.28125 -0.205593 -0.977954 -0.0365742
0.109375 0.480833 0.296875 -0.205593 -0.977954 -0.0365742
0.09375 0.484118 0.296875 -0.205593 -0.977954 -0.0365742
0.09375 0.484375 0.28999 -0.205593 -0.977954 -0.0365742
0.09375 0.484218 0.296875 -0.206155 -0.977751 -0.0387696
0.109375 0.480924 0.296875 -0.206155 -0.977751 -0.0387696
0.109375 0.480304 0.3125 -0.206155 -0.977751 -0.0387696
0.09375 0.483599 0.3125 -0.206155 -0.977751 -0.0387696
0.108712 0.484375 0.28125 -0.205593 -0.977954 -0.0365742
0.105933 0.484375 0.296875 -0.205593 -0.977954 -0.0365742
0.09375 0.486936 0.296875 -0.205593 -0.977954 -0.0365742
0.09375 0.48752 0.28125 -0.205593 -0.977954 -0.0365742
0.106518 0.484375 0.296875 -0.206155 -0.977751 -0.0387696
0.10358 0.484375 0.3125 -0.206155 -0.977751 -0.0387696
0.09375 0.486448 0.3125 -0.206155 -0.977751 -0.0387696
0.09375 0.487067 0.296875 -0.206155 -0.977751 -0.0387696
0.109375 0.481984 0.28125 -0.238336 -0.970486 -0.036791
0.125 0.478147 0.28125 -0.238336 -0.970486 -0.036791
0.125 0.477554 0.296875 -0.238336 -0.970486 -0.036791
0.109375 0.481392 0.296875 -0.238336 -0.970486 -0.036791
0.109375 0.481509 0.296875 -0.238509 -0.970366 -0.0387749
0.125 0.477668 0.296875 -0.238509 -0.970366 -0.0387749
0.125 0.477044 0.3125 -0.238509 -0.970366 -0.0387749
0.109375 0.480884 0.3125 -0.238509 -0.970366 -0.0387749
0.0625 0.490384 0.3125 -0.141307 -0.989148 -0.0402332
0.078125 0.488152 0.3125 -0.141307 -0.989148 -0.0402332
0.078125 0.487516 0.328125 -0.141307 -0.989148 -0.0402332
0.0625 0.489748 0.328125 -0.141307 -0.989148 -0.0402332
0.0625 0.48985 0.328125 -0.141344 -0.989061 -0.0421921
0.078125 0.487617 0.328125 -0.141344 -0.989061 -0.0421921
0.078125 0.48695 0.34375 -0.141344 -0.989061 -0.0421921
0.0625 0.489183 0.34375 -0.141344 -0.989061 -0.0421921
0.084179 0.484375 0.328125 -0.173309 -0.984052 -0.0400752
0.0877921 0.484375 0.3125 -0.173309 -0.984052 -0.0400752
0.09375 0.483326 0.3125 -0.173309 -0.984052 -0.0400752
0.09375 0.482689 0.328125 -0.173309 -0.984052 -0.0400752
0.0809005 0.484375 0.34375 -0.173936 -0.983851 -0.0422295
0.0846941 0.484375 0.328125 -0.173936 -0.983851 -0.0422295
0.09375 0.482774 0.328125 -0.173936 -0.983851 -0.0422295
0.09375 0.482103 0.34375 -0.173936 -0.983851 -0.0422295
0.078125 0.488645 0.3125 -0.173309 -0.984052 -0.0400752
0.09375 0.485893 0.3125 -0.173309 -0.984052 -0.0400752
0.09375 0.485257 0.328125 -0.173309 -0.984052 -0.0400752
0.078125 0.488009 0.328125 -0.173309 -0.984052 -0.0400752
0.078125 0.488134 0.328125 -0.173936 -0.983851 -0.0422295
0.09375 0.485372 0.328125 -0.173936 -0.983851 -0.0422295
0.09375 0.484701 0.34375 -0.173936 -0.983851 -0.0422295
0.078125 0.487463 0.34375 -0.173936 -0.983851 -0.0422295
0.0625 0.489293 0.34375 -0.14154 -0.988948 -0.0441494
0.078125 0.487057 0.34375 -0.14154 -0.988948 -0.0441494
0.078125 0.486359 0.359375 -0.14154 -0.988948 -0.0441494
0.0625 0.488595 0.359375 -0.14154 -0.988948 -0.0441494
0.0625 0.488714 0.359375 -0.141929 -0.988802 -0.0461067
0.078125 0.486471 0.359375 -0.141929 -0.988802 -0.0461067
0.078125 0.485743 0.375 -0.141929 -0.988802 -0.0461067
0.0625 0.487985 0.375 -0.141929 -0.988802 -0.0461067
0.0814615 0.484375 0.34375 -0.174601 -0.983632 -0.0445311
0.09375 0.482194 0.34375 -0.174601 -0.983632 -0.0445311
0.09375 0.481486 0.359375 -0.174601 -0.983632 -0.0445311
0.078125 0.48426 0.359375 -0.174601 -0.983632 -0.0445311
0.078125 0.484375 0.356832 -0.174601 -0.983632 -0.0445311
0.078125 0.484372 0.359375 -0.175295 -0.983399 -0.0468907
0.09375 0.481587 0.359375 -0.175295 -0.983399 -0.0468907
0.09375 0.480842 0.375 -0.175295 -0.983399 -0.0468907
0.078125 0.483627 0.375 -0.175295 -0.983399 -0.0468907
0.0922989 0.484375 0.359375 -0.174601 -0.983632 -0.0445311
0.078125 0.486891 0.359375 -0.174601 -0.983632 -0.0445311
0.078125 0.487598 0.34375 -0.174601 -0.983632 -0.0445311
0.09375 0.484825 0.34375 -0.174601 -0.983632 -0.0445311
0.09375 0.484375 0.353685 -0.174601 -0.983632 -0.0445311
0.0930628 0.484375 0.359375 -0.175295 -0.983399 -0.0468907
0.0888832 0.484375 0.375 -0.175295 -0.983399 -0.0468907
0.078125 0.486293 0.375 -0.175295 -0.983399 -0.0468907
0.078125 0.487038 0.359375 -0.175295 -0.983399 -0.0468907
0.09375 0.483709 0.3125 -0.206745 -0.977537 -0.0409584
0.109375 0.480405 0.3125 -0.206745 -0.977537 -0.0409584
0.109375 0.47975 0.328125 -0.206745 -0.977537 -0.0409584
0.09375 0.483055 0.328125 -0.206745 -0.977537 -0.0409584
0.09375 0.483174 0.328125 -0.20732 -0.977326 -0.0430482
0.109375 0.479859 0.328125 -0.20732 -0.977326 -0.0430482
0.109375 0.479171 0.34375 -0.20732 -0.977326 -0.0430482
0.09375 0.482485 0.34375 -0.20732 -0.977326 -0.0430482
0.104211 0.484375 0.3125 -0.206745 -0.977537 -0.0409584
0.101115 0.484375 0.328125 -0.206745 -0.977537 -0.0409584
0.09375 0.485933 0.328125 -0.206745 -0.977537 -0.0409584
0.09375 0.486587 0.3125 -0.206745 -0.977537 -0.0409584
0.109375 0.481009 0.3125 -0.23858 -0.970267 -0.0407592
0.125 0.477167 0.3125 -0.23858 -0.970267 -0.0407592
0.125 0.47651 0.328125 -0.23858 -0.970267 -0.0407592
0.109375 0.480352 0.328125 -0.23858 -0.970267 -0.0407592
0.109375 0.480484 0.328125 -0.23857 -0.970184 -0.0427438
0.125 0.476642 0.328125 -0.23857 -0.970184 -0.0427438
0.125 0.475954 0.34375 -0.23857 -0.970184 -0.0427438
0.109375 0.479796 0.34375 -0.23857 -0.970184 -0.0427438
0.09375 0.482612 0.34375 -0.20777 -0.97714 -0.0450525
0.109375 0.47929 0.34375 -0.20777 -0.97714 -0.0450525
0.109375 0.47857 0.359375 -0.20777 -0.97714 -0.0450525
0.09375 0.481892 0.359375 -0.20777 -0.97714 -0.0450525
0.09375 0.482026 0.359375 -0.208062 -0.976983 -0.0470474
0.109375 0.478699 0.359375 -0.208062 -0.976983 -0.0470474
0.109375 0.477946 0.375 -0.208062 -0.976983 -0.0470474
0.09375 0.481274 0.375 -0.208062 -0.976983 -0.0470474
0.109375 0.479936 0.34375 -0.238549 -0.9701 -0.044728
0.125 0.476094 0.34375 -0.238549 -0.9701 -0.044728
0.125 0.475373 0.359375 -0.238549 -0.9701 -0.044728
0.109375 0.479215 0.359375 -0.238549 -0.9701 -0.044728
0.109375 0.479364 0.359375 -0.238527 -0.970012 -0.0467116
0.125 0.475521 0.359375 -0.238527 -0.970012 -0.0467116
0.125 0.474769 0.375 -0.238527 -0.970012 -0.0467116
0.109375 0.478611 0.375 -0.238527 -0.970012 -0.0467116
0 0.491168 0.375 -0.0158523 -0.998695 -0.0485477
0.015625 0.49092 0.375 -0.0158523 -0.998695 -0.0485477
0.015625 0.49016 0.390625 -0.0158523 -0.998695 -0.0485477
0 0.490408 0.390625 -0.0158523 -0.998695 -0.0485477
0 0.490458 0.390625 -0.0158507 -0.998597 -0.0505243
0.015625 0.49021 0.390625 -0.0158507 -0.998597 -0.0505243
0.015625 0.489419 0.40625 -0.0158507 -0.998597 -0.0505243
0 0.489667 0.40625 -0.0158507 -0.998597 -0.0505243
0.015625 0.491005 0.375 -0.0475092 -0.997693 -0.048499
0.03125 0.490261 0.375 -0.0475092 -0.997693 -0.048499
0.03125 0.489501 0.390625 -0.0475092 -0.997693 -0.048499
0.015625 0.490245 0.390625 -0.0475092 -0.997693 -0.048499
0.015625 0.490316 0.390625 -0.0475045 -0.997595 -0.0504736
0.03125 0.489572 0.390625 -0.0475045 -0.997595 -0.0504736
0.03125 0.488781 0.40625 -0.0475045 -0.997595 -0.0504736
0.015625 0.489526 0.40625 -0.0475045 -0.997595 -0.0504736
0 0.489722 0.40625 -0.0158491 -0.998495 -0.0525002
0.015625 0.489474 0.40625 -0.0158491 -0.998495 -0.0525002
0.015625 0.488652 0.421875 -0.0158491 -0.998495 -0.0525002
0 0.4889 0.421875 -0.0158491 -0.998495 -0.0525002
0 0.488959 0.421875 -0.0158474 -0.998389 -0.0544756
0.015625 0.488711 0.421875 -0.0158474 -0.998389 -0.0544756
0.015625 0.487859 0.4375 -0.0158474 -0.998389 -0.0544756
0 0.488107 0.4375 -0.0158474 -0.998389 -0.0544756
0.015625 0.489602 0.40625 -0.0474997 -0.997493 -0.0524476
0.03125 0.488858 0.40625 -0.0474997 -0.997493 -0.0524476
0.03125 0.488036 0.421875 -0.0474997 -0.997493 -0.0524476
0.015625 0.48878 0.421875 -0.0474997 -0.997493 -0.0524476
0.015625 0.488861 0.421875 -0.0474947 -0.997388 -0.054421
0.03125 0.488117 0.421875 -0.0474947 -0.997388 -0.054421
0.03125 0.487265 0.4375 -0.0474947 -0.997388 -0.054421
0.015625 0.488009 0.4375 -0.0474947 -0.997388 -0.054421
0.03125 0.49042 0.375 -0.0790236 -0.995697 -0.0484019
0.046875 0.48918 0.375 -0.0790236 -0.995697 -0.0484019
0.046875 0.48842 0.390625 -0.0790236 -0.995697 -0.0484019
0.03125 0.489661 0.390625 -0.0790236 -0.995697 -0.0484019
0.03125 0.489751 0.390625 -0.0790159 -0.9956 -0.0503726
0.046875 0.488511 0.390625 -0.0790159 -0.9956 -0.0503726
0.046875 0.487721 0.40625 -0.0790159 -0.9956 -0.0503726
0.03125 0.488961 0.40625 -0.0790159 -0.9956 -0.0503726
0.046875 0.489443 0.375 -0.110305 -0.992726 -0.0482575
0.0625 0.487707 0.375 -0.110305 -0.992726 -0.0482575
0.0625 0.486948 0.390625 -0.110305 -0.992726 -0.0482575
0.046875 0.488684 0.390625 -0.110305 -0.992726 -0.0482575
0.046875 0.488794 0.390625 -0.110404 -0.992617 -0.0502217
0.0625 0.487056 0.390625 -0.110404 -0.992617 -0.0502217
0.0625 0.486266 0.40625 -0.110404 -0.992617 -0.0502217
0.046875 0.488004 0.40625 -0.110404 -0.992617 -0.0502217
0.03125 0.489057 0.40625 -0.0790078 -0.995499 -0.0523427
0.046875 0.487817 0.40625 -0.0790078 -0.995499 -0.0523427
0.046875 0.486995 0.421875 -0.0790078 -0.995499 -0.0523427
0.03125 0.488236 0.421875 -0.0790078 -0.995499 -0.0523427
0.03125 0.488338 0.421875 -0.0790138 -0.995393 -0.0543121
0.046875 0.487098 0.421875 -0.0790138 -0.995393 -0.0543121
0.046875 0.486245 0.4375 -0.0790138 -0.995393 -0.0543121
0.03125 0.487485 0.4375 -0.0790138 -0.995393 -0.0543121
0.0475411 0.484375 0.4375 -0.111491 -0.992274 -0.0544251
0.0551686 0.484375 0.421875 -0.111491 -0.992274 -0.0544251
0.0625 0.483551 0.421875 -0.111491 -0.992274 -0.0544251
0.0625 0.482694 0.4375 -0.111491 -0.992274 -0.0544251
0.046875 0.488124 0.40625 -0.110788 -0.992472 -0.0521979
0.0625 0.48638 0.40625 -0.110788 -0.992472 -0.0521979
0.0625 0.485558 0.421875 -0.110788 -0.992472 -0.0521979
0.046875 0.487303 0.421875 -0.110788 -0.992472 -0.0521979
0.046875 0.487437 0.421875 -0.111491 -0.992274 -0.0544251
0.0625 0.485681 0.421875 -0.111491 -0.992274 -0.0544251
0.0625 0.484824 0.4375 -0.111491 -0.992274 -0.0544251
0.046875 0.48658 0.4375 -0.111491 -0.992274 -0.0544251
0 0.488171 0.4375 -0.0158457 -0.99828 -0.0564503
0.015625 0.487923 0.4375 -0.0158457 -0.99828 -0.0564503
0.015625 0.487039 0.453125 -0.0158457 -0.99828 -0.0564503
0 0.487287 0.453125 -0.0158457 -0.99828 -0.0564503
0 0.487356 0.453125 -0.0158439 -0.998166 -0.0584244
0.015625 0.487108 0.453125 -0.0158439 -0.998166 -0.0584244
0.015625 0.486193 0.46875 -0.0158439 -0.998166 -0.0584244
0 0.486441 0.46875 -0.0158439 -0.998166 -0.0584244
0.015625 0.488095 0.4375 -0.0474895 -0.997279 -0.0563937
0.03125 0.487351 0.4375 -0.0474895 -0.997279 -0.0563937
0.03125 0.486468 0.453125 -0.0474895 -0.997279 -0.0563937
0.015625 0.487212 0.453125 -0.0474895 -0.997279 -0.0563937
0.015625 0.487305 0.453125 -0.0475107 -0.997164 -0.0583703
0.03125 0.48656 0.453125 -0.0475107 -0.997164 -0.0583703
0.03125 0.485645 0.46875 -0.0475107 -0.997164 -0.0583703
0.015625 0.48639 0.46875 -0.0475107 -0.997164 -0.0583703
0.0103415 0.484375 0.484375 -0.0161864 -0.997864 -0.0632834
0.015625 0.484289 0.484375 -0.0161864 -0.997864 -0.0632834
0.015625 0.483298 0.5 -0.0161864 -0.997864 -0.0632834
0 0.483552 0.5 -0.0161864 -0.997864 -0.0632834
0 0.484375 0.48702 -0.0161864 -0.997864 -0.0632834
0 0.486516 0.46875 -0.0158465 -0.998044 -0.0604745
0.015625 0.486268 0.46875 -0.0158465 -0.998044 -0.0604745
0.015625 0.485321 0.484375 -0.0158465 -0.998044 -0.0604745
0 0.485569 0.484375 -0.0158465 -0.998044 -0.0604745
0 0.485663 0.484375 -0.0161864 -0.997864 -0.0632834
0.015625 0.48541 0.484375 -0.0161864 -0.997864 -0.0632834
0.015625 0.484419 0.5 -0.0161864 -0.997864 -0.0632834
0 0.484672 0.5 -0.0161864 -0.997864 -0.0632834
0.0287879 0.484375 0.46875 -0.047953 -0.997 -0.0607582
0.03125 0.484257 0.46875 -0.047953 -0.997 -0.0607582
0.03125 0.483304 0.484375 -0.047953 -0.997 -0.0607582
0.015625 0.484056 0.484375 -0.047953 -0.997 -0.0607582
0.015625 0.484375 0.479139 -0.047953 -0.997 -0.0607582
0.015625 0.484133 0.484375 -0.0488232 -0.996772 -0.0637284
0.03125 0.483368 0.484375 -0.0488232 -0.996772 -0.0637284
0.03125 0.482369 0.5 -0.0488232 -0.996772 -0.0637284
0.015625 0.483134 0.5 -0.0488232 -0.996772 -0.0637284
0.015625 0.486499 0.46875 -0.047953 -0.997 -0.0607582
0.03125 0.485748 0.46875 -0.047953 -0.997 -0.0607582
0.03125 0.484795 0.484375 -0.047953 -0.997 -0.0607582
0.015625 0.485547 0.484375 -0.047953 -0.997 -0.0607582
0.0217184 0.484375 0.5 -0.0488232 -0.996772 -0.0637284
0.015625 0.484673 0.5 -0.0488232 -0.996772 -0.0637284
0.015625 0.485672 0.484375 -0.0488232 -0.996772 -0.0637284
0.03125 0.484907 0.484375 -0.0488232 -0.996772 -0.0637284
0.03125 0.484375 0.492698 -0.0488232 -0.996772 -0.0637284
0.0390472 0.484375 0.453125 -0.0799898 -0.995065 -0.0587188
0.046875 0.483746 0.453125 -0.0799898 -0.995065 -0.0587188
0.046875 0.482824 0.46875 -0.0799898 -0.995065 -0.0587188
0.03125 0.48408 0.46875 -0.0799898 -0.995065 -0.0587188
0.03125 0.484375 0.463747 -0.0799898 -0.995065 -0.0587188
0.03125 0.487597 0.4375 -0.0792731 -0.995261 -0.0563063
0.046875 0.486353 0.4375 -0.0792731 -0.995261 -0.0563063
0.046875 0.485469 0.453125 -0.0792731 -0.995261 -0.0563063
0.03125 0.486713 0.453125 -0.0792731 -0.995261 -0.0563063
0.03125 0.486843 0.453125 -0.0799898 -0.995065 -0.0587188
0.046875 0.485587 0.453125 -0.0799898 -0.995065 -0.0587188
0.046875 0.484665 0.46875 -0.0799898 -0.995065 -0.0587188
0.03125 0.485921 0.46875 -0.0799898 -0.995065 -0.0587188
0.0484752 0.484375 0.4375 -0.112363 -0.992026 -0.0570957
0.0625 0.482786 0.4375 -0.112363 -0.992026 -0.0570957
0.0625 0.481887 0.453125 -0.112363 -0.992026 -0.0570957
0.046875 0.483657 0.453125 -0.112363 -0.992026 -0.0570957
0.046875 0.484375 0.440649 -0.112363 -0.992026 -0.0570957
0.046875 0.483773 0.453125 -0.113243 -0.99177 -0.0597428
0.0625 0.481989 0.453125 -0.113243 -0.99177 -0.0597428
0.0625 0.481048 0.46875 -0.113243 -0.99177 -0.0597428
0.046875 0.482832 0.46875 -0.113243 -0.99177 -0.0597428
0.0597027 0.484375 0.453125 -0.112363 -0.992026 -0.0570957
0.046875 0.485828 0.453125 -0.112363 -0.992026 -0.0570957
0.046875 0.486727 0.4375 -0.112363 -0.992026 -0.0570957
0.0625 0.484957 0.4375 -0.112363 -0.992026 -0.0570957
0.0625 0.484375 0.44762 -0.112363 -0.992026 -0.0570957
0.0609725 0.484375 0.453125 -0.113243 -0.99177 -0.0597428
0.0527293 0.484375 0.46875 -0.113243 -0.99177 -0.0597428
0.046875 0.485043 0.46875 -0.113243 -0.99177 -0.0597428
0.046875 0.485985 0.453125 -0.113243 -0.99177 -0.0597428
0.03125 0.484177 0.46875 -0.0809309 -0.994814 -0.0616072
0.046875 0.482906 0.46875 -0.0809309 -0.994814 -0.0616072
0.046875 0.481938 0.484375 -0.0809309 -0.994814 -0.0616072
0.03125 0.483209 0.484375 -0.0809309 -0.994814 -0.0616072
0.03125 0.483316 0.484375 -0.0814986 -0.994607 -0.064154
0.046875 0.482035 0.484375 -0.0814986 -0.994607 -0.064154
0.046875 0.481027 0.5 -0.0814986 -0.994607 -0.064154
0.03125 0.482308 0.5 -0.0814986 -0.994607 -0.064154
0.0401045 0.484375 0.484375 -0.0809309 -0.994814 -0.0616072
0.03125 0.485095 0.484375 -0.0809309 -0.994814 -0.0616072
0.03125 0.486063 0.46875 -0.0809309 -0.994814 -0.0616072
0.046875 0.484792 0.46875 -0.0809309 -0.994814 -0.0616072
0.046875 0.484375 0.475481 -0.0809309 -0.994814 -0.0616072
0.046875 0.48296 0.46875 -0.11374 -0.991576 -0.0619686
0.0625 0.481167 0.46875 -0.11374 -0.991576 -0.0619686
0.0625 0.480191 0.484375 -0.11374 -0.991576 -0.0619686
0.046875 0.481983 0.484375 -0.11374 -0.991576 -0.0619686
0.046875 0.482119 0.484375 -0.113772 -0.991444 -0.0639969
0.0625 0.480326 0.484375 -0.113772 -0.991444 -0.0639969
0.0625 0.479317 0.5 -0.113772 -0.991444 -0.0639969
0.046875 0.48111 0.5 -0.113772 -0.991444 -0.0639969
