x y z n.x n.y n.z
0.125 0.456509 0.671875 -0.282477 -0.95497 -0.0907693
0.140625 0.450288 0.65625 -0.314705 -0.945094 -0.0880844
0.15625 0.445085 0.65625 -0.314705 -0.945094 -0.0880844
0.15625 0.443629 0.671875 -0.314705 -0.945094 -0.0880844
0.140625 0.448832 0.671875 -0.314705 -0.945094 -0.0880844
0.140625 0.449214 0.671875 -0.314925 -0.944827 -0.0901315
0.15625 0.444006 0.671875 -0.314925 -0.944827 -0.0901315
0.15625 0.442515 0.6875 -0.314925 -0.944827 -0.0901315
0.140625 0.447723 0.6875 -0.314925 -0.944827 -0.0901315
0.15625 0.448579 0.625 -0.344764 -0.935009 -0.0830436
0.171875 0.442818 0.625 -0.344764 -0.935009 -0.0830436
0.171875 0.44143 0.640625 -0.344764 -0.935009 -0.0830436
0.15625 0.447191 0.640625 -0.344764 -0.935009 -0.0830436
0.15625 0.447573 0.640625 -0.34524 -0.934652 -0.0850615
0.171875 0.441801 0.640625 -0.34524 -0.934652 -0.0850615
0.171875 0.440379 0.65625 -0.34524 -0.934652 -0.0850615
0.15625 0.44615 0.65625 -0.34524 -0.934652 -0.0850615
0.185636 0.4375 0.640625 -0.37772 -0.922214 -0.0827627
0.171875 0.443136 0.640625 -0.37772 -0.922214 -0.0827627
0.171875 0.444538 0.625 -0.37772 -0.922214 -0.0827627
0.1875 0.438139 0.625 -0.37772 -0.922214 -0.0827627
0.1875 0.4375 0.632117 -0.37772 -0.922214 -0.0827627
0.186608 0.4375 0.640625 -0.378924 -0.921477 -0.0854177
0.183086 0.4375 0.65625 -0.378924 -0.921477 -0.0854177
0.171875 0.44211 0.65625 -0.378924 -0.921477 -0.0854177
0.171875 0.443558 0.640625 -0.378924 -0.921477 -0.0854177
0.15625 0.446548 0.65625 -0.346036 -0.934172 -0.08707
0.171875 0.44076 0.65625 -0.346036 -0.934172 -0.08707
0.171875 0.439303 0.671875 -0.346036 -0.934172 -0.08707
0.15625 0.445091 0.671875 -0.346036 -0.934172 -0.08707
0.15625 0.445506 0.671875 -0.347166 -0.933549 -0.089236
0.171875 0.439696 0.671875 -0.347166 -0.933549 -0.089236
0.171875 0.438202 0.6875 -0.347166 -0.933549 -0.089236
0.15625 0.444013 0.6875 -0.347166 -0.933549 -0.089236
0.184116 0.4375 0.65625 -0.380154 -0.920717 -0.0881129
0.180495 0.4375 0.671875 -0.380154 -0.920717 -0.0881129
0.171875 0.441059 0.671875 -0.380154 -0.920717 -0.0881129
0.171875 0.442554 0.65625 -0.380154 -0.920717 -0.0881129
0.181571 0.4375 0.671875 -0.381409 -0.919946 -0.0906973
0.177856 0.4375 0.6875 -0.381409 -0.919946 -0.0906973
0.171875 0.43998 0.6875 -0.381409 -0.919946 -0.0906973
0.171875 0.44152 0.671875 -0.381409 -0.919946 -0.0906973
0.125 0.45153 0.6875 -0.283634 -0.954401 -0.093117
0.140625 0.446887 0.6875 -0.283634 -0.954401 -0.093117
0.140625 0.445362 0.703125 -0.283634 -0.954401 -0.093117
0.125 0.450006 0.703125 -0.283634 -0.954401 -0.093117
0.125 0.450392 0.703125 -0.284301 -0.953998 -0.0951906
0.140625 0.445736 0.703125 -0.284301 -0.953998 -0.0951906
0.140625 0.444177 0.71875 -0.284301 -0.953998 -0.0951906
0.125 0.448833 0.71875 -0.284301 -0.953998 -0.0951906
0.140625 0.448117 0.6875 -0.315046 -0.944589 -0.0921803
0.15625 0.442905 0.6875 -0.315046 -0.944589 -0.0921803
0.15625 0.44138 0.703125 -0.315046 -0.944589 -0.0921803
0.140625 0.446592 0.703125 -0.315046 -0.944589 -0.0921803
0.140625 0.447001 0.703125 -0.315537 -0.944224 -0.0942154
0.15625 0.441779 0.703125 -0.315537 -0.944224 -0.0942154
0.15625 0.44022 0.71875 -0.315537 -0.944224 -0.0942154
0.140625 0.445442 0.71875 -0.315537 -0.944224 -0.0942154
0.125 0.449228 0.71875 -0.284448 -0.953746 -0.097257
0.140625 0.444568 0.71875 -0.284448 -0.953746 -0.097257
0.140625 0.442975 0.734375 -0.284448 -0.953746 -0.097257
0.125 0.447635 0.734375 -0.284448 -0.953746 -0.097257
0.125 0.44804 0.734375 -0.284418 -0.953541 -0.0993272
0.140625 0.44338 0.734375 -0.284418 -0.953541 -0.0993272
0.140625 0.441752 0.75 -0.284418 -0.953541 -0.0993272
0.125 0.446413 0.75 -0.284418 -0.953541 -0.0993272
0.140625 0.445868 0.71875 -0.316461 -0.943709 -0.0962619
0.15625 0.440629 0.71875 -0.316461 -0.943709 -0.0962619
0.15625 0.439035 0.734375 -0.316461 -0.943709 -0.0962619
0.140625 0.444275 0.734375 -0.316461 -0.943709 -0.0962619
0.140625 0.444722 0.734375 -0.317808 -0.94301 -0.0986458
0.15625 0.439456 0.734375 -0.317808 -0.94301 -0.0986458
0.15625 0.437822 0.75 -0.317808 -0.94301 -0.0986458
0.140625 0.443088 0.75 -0.317808 -0.94301 -0.0986458
0.170724 0.4375 0.703125 -0.348507 -0.932799 -0.0918125
0.15625 0.442908 0.703125 -0.348507 -0.932799 -0.0918125
0.15625 0.444446 0.6875 -0.348507 -0.932799 -0.0918125
0.171875 0.438608 0.6875 -0.348507 -0.932799 -0.0918125
0.171875 0.4375 0.698755 -0.348507 -0.932799 -0.0918125
0.171865 0.4375 0.703125 -0.34988 -0.931997 -0.0946828
0.167637 0.4375 0.71875 -0.34988 -0.931997 -0.0946828
0.15625 0.441775 0.71875 -0.34988 -0.931997 -0.0946828
0.15625 0.443362 0.703125 -0.34988 -0.931997 -0.0946828
0.168851 0.4375 0.71875 -0.351277 -0.931171 -0.097598
0.16451 0.4375 0.734375 -0.351277 -0.931171 -0.097598
0.15625 0.440616 0.734375 -0.351277 -0.931171 -0.097598
0.15625 0.442254 0.71875 -0.351277 -0.931171 -0.097598
0.165775 0.4375 0.734375 -0.352686 -0.930356 -0.100251
0.161333 0.4375 0.75 -0.352686 -0.930356 -0.100251
0.15625 0.439427 0.75 -0.352686 -0.930356 -0.100251
0.15625 0.441111 0.734375 -0.352686 -0.930356 -0.100251
0.1875 0.435659 0.625 -0.410999 -0.907798 -0.0835584
0.203125 0.428585 0.625 -0.410999 -0.907798 -0.0835584
0.203125 0.427147 0.640625 -0.410999 -0.907798 -0.0835584
0.1875 0.434221 0.640625 -0.410999 -0.907798 -0.0835584
0.1875 0.434648 0.640625 -0.411971 -0.907171 -0.0855627
0.203125 0.427553 0.640625 -0.411971 -0.907171 -0.0855627
0.203125 0.426079 0.65625 -0.411971 -0.907171 -0.0855627
0.1875 0.433175 0.65625 -0.411971 -0.907171 -0.0855627
0.20889 0.421875 0.640625 -0.443611 -0.892407 -0.0825791
0.211798 0.421875 0.625 -0.443611 -0.892407 -0.0825791
0.21875 0.418419 0.625 -0.443611 -0.892407 -0.0825791
0.21875 0.416974 0.640625 -0.443611 -0.892407 -0.0825791
0.206732 0.421875 0.65625 -0.444772 -0.89159 -0.0851191
0.209722 0.421875 0.640625 -0.444772 -0.89159 -0.0851191
0.21875 0.417372 0.640625 -0.444772 -0.89159 -0.0851191
0.21875 0.41588 0.65625 -0.444772 -0.89159 -0.0851191
0.218128 0.421875 0.640625 -0.443611 -0.892407 -0.0825791
0.203125 0.429333 0.640625 -0.443611 -0.892407 -0.0825791
0.203125 0.430779 0.625 -0.443611 -0.892407 -0.0825791
0.21875 0.423012 0.625 -0.443611 -0.892407 -0.0825791
0.21875 0.421875 0.637282 -0.443611 -0.892407 -0.0825791
0.215998 0.421875 0.65625 -0.444772 -0.89159 -0.0851191
0.203125 0.428297 0.65625 -0.444772 -0.89159 -0.0851191
0.203125 0.429788 0.640625 -0.444772 -0.89159 -0.0851191
0.21875 0.421994 0.640625 -0.444772 -0.89159 -0.0851191
0.21875 0.421875 0.64187 -0.444772 -0.89159 -0.0851191
0.1875 0.433616 0.65625 -0.412942 -0.906538 -0.0875634
0.203125 0.426499 0.65625 -0.412942 -0.906538 -0.0875634
0.203125 0.424989 0.671875 -0.412942 -0.906538 -0.0875634
0.1875 0.432107 0.671875 -0.412942 -0.906538 -0.0875634
0.1875 0.432562 0.671875 -0.413911 -0.905901 -0.0895607
0.203125 0.425423 0.671875 -0.413911 -0.905901 -0.0895607
0.203125 0.423878 0.6875 -0.413911 -0.905901 -0.0895607
0.1875 0.431017 0.6875 -0.413911 -0.905901 -0.0895607
0.204536 0.421875 0.671875 -0.445956 -0.890746 -0.087719
0.20761 0.421875 0.65625 -0.445956 -0.890746 -0.087719
0.21875 0.416298 0.65625 -0.445956 -0.890746 -0.087719
0.21875 0.414759 0.671875 -0.445956 -0.890746 -0.087719
0.205463 0.421875 0.671875 -0.447162 -0.889878 -0.0903562
0.21875 0.415198 0.671875 -0.447162 -0.889878 -0.0903562
0.21875 0.413612 0.6875 -0.447162 -0.889878 -0.0903562
0.203125 0.421463 0.6875 -0.447162 -0.889878 -0.0903562
0.203125 0.421875 0.683446 -0.447162 -0.889878 -0.0903562
0.216906 0.421875 0.65625 -0.445956 -0.890746 -0.087719
0.213833 0.421875 0.671875 -0.445956 -0.890746 -0.087719
0.203125 0.427236 0.671875 -0.445956 -0.890746 -0.087719
0.203125 0.428775 0.65625 -0.445956 -0.890746 -0.087719
0.214789 0.421875 0.671875 -0.447162 -0.889878 -0.0903562
0.211632 0.421875 0.6875 -0.447162 -0.889878 -0.0903562
0.203125 0.42615 0.6875 -0.447162 -0.889878 -0.0903562
0.203125 0.427736 0.671875 -0.447162 -0.889878 -0.0903562
0.238536 0.40625 0.640625 -0.509513 -0.85646 -0.0829055
0.241078 0.40625 0.625 -0.509513 -0.85646 -0.0829055
0.25 0.400942 0.625 -0.509513 -0.85646 -0.0829055
0.25 0.39943 0.640625 -0.509513 -0.85646 -0.0829055
0.236704 0.40625 0.65625 -0.510603 -0.855564 -0.0854066
0.239317 0.40625 0.640625 -0.510603 -0.855564 -0.0854066
0.25 0.399874 0.640625 -0.510603 -0.855564 -0.0854066
0.25 0.398315 0.65625 -0.510603 -0.855564 -0.0854066
0.234841 0.40625 0.671875 -0.511755 -0.854619 -0.0879369
0.237526 0.40625 0.65625 -0.511755 -0.854619 -0.0879369
0.25 0.39878 0.65625 -0.511755 -0.854619 -0.0879369
0.25 0.397173 0.671875 -0.511755 -0.854619 -0.0879369
0.235708 0.40625 0.671875 -0.513116 -0.853538 -0.0904737
0.25 0.397658 0.671875 -0.513116 -0.853538 -0.0904737
0.25 0.396002 0.6875 -0.513116 -0.853538 -0.0904737
0.234375 0.405395 0.6875 -0.513116 -0.853538 -0.0904737
0.234375 0.40625 0.679437 -0.513116 -0.853538 -0.0904737
0.21875 0.420801 0.625 -0.476419 -0.875237 -0.0835803
0.234375 0.412296 0.625 -0.476419 -0.875237 -0.0835803
0.234375 0.410803 0.640625 -0.476419 -0.875237 -0.0835803
0.21875 0.419309 0.640625 -0.476419 -0.875237 -0.0835803
0.21875 0.419782 0.640625 -0.477796 -0.874293 -0.0855735
0.234375 0.411243 0.640625 -0.477796 -0.874293 -0.0855735
0.234375 0.409714 0.65625 -0.477796 -0.874293 -0.0855735
0.21875 0.418253 0.65625 -0.477796 -0.874293 -0.0855735
0.249195 0.40625 0.625 -0.509513 -0.85646 -0.0829055
0.246653 0.40625 0.640625 -0.509513 -0.85646 -0.0829055
0.234375 0.413554 0.640625 -0.509513 -0.85646 -0.0829055
0.234375 0.415067 0.625 -0.509513 -0.85646 -0.0829055
0.247459 0.40625 0.640625 -0.510603 -0.855565 -0.0854066
0.244845 0.40625 0.65625 -0.510603 -0.855565 -0.0854066
0.234375 0.412499 0.65625 -0.510603 -0.855565 -0.0854066
0.234375 0.414058 0.640625 -0.510603 -0.855565 -0.0854066
0.21875 0.418742 0.65625 -0.479189 -0.873336 -0.0875395
0.234375 0.410169 0.65625 -0.479189 -0.873336 -0.0875395
0.234375 0.408603 0.671875 -0.479189 -0.873336 -0.0875395
0.21875 0.417176 0.671875 -0.479189 -0.873336 -0.0875395
0.21875 0.41768 0.671875 -0.480595 -0.872362 -0.0895145
0.234375 0.409072 0.671875 -0.480595 -0.872362 -0.0895145
0.234375 0.407469 0.6875 -0.480595 -0.872362 -0.0895145
0.21875 0.416077 0.6875 -0.480595 -0.872362 -0.0895145
0.245707 0.40625 0.65625 -0.5107 -0.855243 -0.0880011
0.243015 0.40625 0.671875 -0.5107 -0.855243 -0.0880011
0.234375 0.411409 0.671875 -0.5107 -0.855243 -0.0880011
0.234375 0.413017 0.65625 -0.5107 -0.855243 -0.0880011
0.24398 0.40625 0.671875 -0.506159 -0.857635 -0.0909081
0.241174 0.40625 0.6875 -0.506159 -0.857635 -0.0909081
0.234375 0.410263 0.6875 -0.506159 -0.857635 -0.0909081
0.234375 0.411919 0.671875 -0.506159 -0.857635 -0.0909081
0.195121 0.421875 0.703125 -0.414999 -0.905195 -0.091637
0.198572 0.421875 0.6875 -0.414999 -0.905195 -0.091637
0.203125 0.419787 0.6875 -0.414999 -0.905195 -0.091637
0.203125 0.418206 0.703125 -0.414999 -0.905195 -0.091637
0.192565 0.421875 0.71875 -0.416311 -0.904345 -0.094055
0.196095 0.421875 0.703125 -0.416311 -0.904345 -0.094055
0.203125 0.418639 0.703125 -0.416311 -0.904345 -0.094055
0.203125 0.417014 0.71875 -0.416311 -0.904345 -0.094055
0.1875 0.431488 0.6875 -0.414999 -0.905195 -0.091637
0.203125 0.424325 0.6875 -0.414999 -0.905195 -0.091637
0.203125 0.422743 0.703125 -0.414999 -0.905195 -0.091637
0.1875 0.429906 0.703125 -0.414999 -0.905195 -0.091637
0.20248 0.421875 0.71875 -0.416311 -0.904345 -0.094055
0.1875 0.428771 0.71875 -0.416311 -0.904345 -0.094055
0.1875 0.430396 0.703125 -0.416311 -0.904345 -0.094055
0.203125 0.423203 0.703125 -0.416311 -0.904345 -0.094055
0.203125 0.421875 0.715893 -0.416311 -0.904345 -0.094055
0.203283 0.421875 0.6875 -0.448405 -0.888984 -0.092951
0.21875 0.414073 0.6875 -0.448405 -0.888984 -0.092951
0.21875 0.41244 0.703125 -0.448405 -0.888984 -0.092951
0.203125 0.420321 0.703125 -0.448405 -0.888984 -0.092951
0.203125 0.421875 0.688261 -0.448405 -0.888984 -0.092951
0.203125 0.420831 0.703125 -0.449789 -0.888041 -0.0952546
0.21875 0.412917 0.703125 -0.449789 -0.888041 -0.0952546
0.21875 0.411241 0.71875 -0.449789 -0.888041 -0.0952546
0.203125 0.419155 0.71875 -0.449789 -0.888041 -0.0952546
0.212636 0.421875 0.6875 -0.44808 -0.889146 -0.092968
0.209394 0.421875 0.703125 -0.44808 -0.889146 -0.092968
0.203125 0.425034 0.703125 -0.44808 -0.889146 -0.092968
0.203125 0.426668 0.6875 -0.44808 -0.889146 -0.092968
0.189953 0.421875 0.734375 -0.41767 -0.903427 -0.0968059
0.193574 0.421875 0.71875 -0.41767 -0.903427 -0.0968059
0.203125 0.417459 0.71875 -0.41767 -0.903427 -0.0968059
0.203125 0.415785 0.734375 -0.41767 -0.903427 -0.0968059
0.191018 0.421875 0.734375 -0.419051 -0.902478 -0.0996478
0.203125 0.416253 0.734375 -0.419051 -0.902478 -0.0996478
0.203125 0.414528 0.75 -0.419051 -0.902478 -0.0996478
0.1875 0.421783 0.75 -0.419051 -0.902478 -0.0996478
0.1875 0.421875 0.749169 -0.419051 -0.902478 -0.0996478
0.199897 0.421875 0.734375 -0.41767 -0.903427 -0.0968059
0.1875 0.427606 0.734375 -0.41767 -0.903427 -0.0968059
0.1875 0.429281 0.71875 -0.41767 -0.903427 -0.0968059
0.203125 0.422057 0.71875 -0.41767 -0.903427 -0.0968059
0.203125 0.421875 0.720447 -0.41767 -0.903427 -0.0968059
0.200995 0.421875 0.734375 -0.419051 -0.902478 -0.0996478
0.19728 0.421875 0.75 -0.419051 -0.902478 -0.0996478
0.1875 0.426416 0.75 -0.419051 -0.902478 -0.0996478
0.1875 0.428141 0.734375 -0.419051 -0.902478 -0.0996478
0.203125 0.419682 0.71875 -0.451222 -0.887093 -0.0972873
0.21875 0.411735 0.71875 -0.451222 -0.887093 -0.0972873
0.21875 0.410021 0.734375 -0.451222 -0.887093 -0.0972873
0.203125 0.417969 0.734375 -0.451222 -0.887093 -0.0972873
0.203125 0.418512 0.734375 -0.452662 -0.886139 -0.0992727
0.21875 0.41053 0.734375 -0.452662 -0.886139 -0.0992727
0.21875 0.40878 0.75 -0.452662 -0.886139 -0.0992727
0.203125 0.416762 0.75 -0.452662 -0.886139 -0.0992727
0.225815 0.40625 0.703125 -0.481149 -0.871825 -0.0917437
0.228794 0.40625 0.6875 -0.481149 -0.871825 -0.0917437
0.234375 0.40317 0.6875 -0.481149 -0.871825 -0.0917437
0.234375 0.401526 0.703125 -0.481149 -0.871825 -0.0917437
0.223668 0.40625 0.71875 -0.483295 -0.870372 -0.0942218
0.226714 0.40625 0.703125 -0.483295 -0.870372 -0.0942218
0.234375 0.401996 0.703125 -0.483295 -0.870372 -0.0942218
0.234375 0.400305 0.71875 -0.483295 -0.870372 -0.0942218
0.234375 0.405941 0.6875 -0.514727 -0.852313 -0.0928349
0.25 0.396505 0.6875 -0.514727 -0.852313 -0.0928349
0.25 0.394803 0.703125 -0.514727 -0.852313 -0.0928349
0.234375 0.404239 0.703125 -0.514727 -0.852313 -0.0928349
0.234375 0.404803 0.703125 -0.516466 -0.851033 -0.0949044
0.25 0.39532 0.703125 -0.516466 -0.851033 -0.0949044
0.25 0.393578 0.71875 -0.516466 -0.851033 -0.0949044
0.234375 0.40306 0.71875 -0.516466 -0.851033 -0.0949044
0.221469 0.40625 0.734375 -0.484582 -0.86936 -0.0969192
0.224594 0.40625 0.71875 -0.484582 -0.86936 -0.0969192
0.234375 0.400798 0.71875 -0.484582 -0.86936 -0.0969192
0.234375 0.399056 0.734375 -0.484582 -0.86936 -0.0969192
0.219239 0.40625 0.75 -0.48589 -0.86832 -0.0996579
0.222444 0.40625 0.734375 -0.48589 -0.86832 -0.0996579
0.234375 0.399573 0.734375 -0.48589 -0.86832 -0.0996579
0.234375 0.39778 0.75 -0.48589 -0.86832 -0.0996579
0.24268 0.390625 0.75 -0.519514 -0.849133 -0.0952842
0.245546 0.390625 0.734375 -0.519514 -0.849133 -0.0952842
0.25 0.3879 0.734375 -0.519514 -0.849133 -0.0952842
0.25 0.386147 0.75 -0.519514 -0.849133 -0.0952842
0.234375 0.403642 0.71875 -0.51823 -0.84974 -0.0968457
0.25 0.394112 0.71875 -0.51823 -0.84974 -0.0968457
0.25 0.392332 0.734375 -0.51823 -0.84974 -0.0968457
0.234375 0.401861 0.734375 -0.51823 -0.84974 -0.0968457
0.234375 0.402459 0.734375 -0.520007 -0.848419 -0.0988801
0.25 0.392883 0.734375 -0.520007 -0.848419 -0.0988801
0.25 0.391062 0.75 -0.520007 -0.848419 -0.0988801
0.234375 0.400638 0.75 -0.520007 -0.848419 -0.0988801
0.21875 0.416597 0.6875 -0.481993 -0.871364 -0.0916952
0.234375 0.407954 0.6875 -0.481993 -0.871364 -0.0916952
0.234375 0.40631 0.703125 -0.481993 -0.871364 -0.0916952
0.21875 0.414953 0.703125 -0.481993 -0.871364 -0.0916952
0.232342 0.40625 0.71875 -0.483295 -0.870372 -0.0942218
0.21875 0.413797 0.71875 -0.483295 -0.870372 -0.0942218
0.21875 0.415489 0.703125 -0.483295 -0.870372 -0.0942218
0.234375 0.406813 0.703125 -0.483295 -0.870372 -0.0942218
0.234375 0.40625 0.708322 -0.483295 -0.870372 -0.0942218
0.242228 0.40625 0.6875 -0.495714 -0.863379 -0.0940402
0.239263 0.40625 0.703125 -0.495714 -0.863379 -0.0940402
0.234375 0.409057 0.703125 -0.495714 -0.863379 -0.0940402
0.234375 0.410759 0.6875 -0.495714 -0.863379 -0.0940402
0.233293 0.40625 0.71875 -0.484582 -0.86936 -0.0969192
0.230168 0.40625 0.734375 -0.484582 -0.86936 -0.0969192
0.21875 0.412614 0.734375 -0.484582 -0.86936 -0.0969192
0.21875 0.414356 0.71875 -0.484582 -0.86936 -0.0969192
0.231168 0.40625 0.734375 -0.485884 -0.868323 -0.0996582
0.227963 0.40625 0.75 -0.485884 -0.868323 -0.0996582
0.21875 0.411406 0.75 -0.485884 -0.868323 -0.0996582
0.21875 0.413199 0.734375 -0.485884 -0.868323 -0.0996582
0 0.463292 0.75 -0.016858 -0.994621 -0.102202
0.015625 0.463027 0.75 -0.016858 -0.994621 -0.102202
0.015625 0.461422 0.765625 -0.016858 -0.994621 -0.102202
0 0.461687 0.765625 -0.016858 -0.994621 -0.102202
0 0.461852 0.765625 -0.0168543 -0.994405 -0.104286
0.015625 0.461587 0.765625 -0.0168543 -0.994405 -0.104286
0.015625 0.459949 0.78125 -0.0168543 -0.994405 -0.104286
0 0.460214 0.78125 -0.0168543 -0.994405 -0.104286
0.015625 0.463055 0.75 -0.0505165 -0.993492 -0.102086
0.03125 0.46226 0.75 -0.0505165 -0.993492 -0.102086
0.03125 0.460655 0.765625 -0.0505165 -0.993492 -0.102086
0.015625 0.461449 0.765625 -0.0505165 -0.993492 -0.102086
0.015625 0.461657 0.765625 -0.0505056 -0.993277 -0.104168
0.03125 0.460862 0.765625 -0.0505056 -0.993277 -0.104168
0.03125 0.459223 0.78125 -0.0505056 -0.993277 -0.104168
0.015625 0.460018 0.78125 -0.0505056 -0.993277 -0.104168
0 0.460387 0.78125 -0.0168506 -0.994184 -0.106369
0.015625 0.460123 0.78125 -0.0168506 -0.994184 -0.106369
0.015625 0.458451 0.796875 -0.0168506 -0.994184 -0.106369
0 0.458716 0.796875 -0.0168506 -0.994184 -0.106369
0 0.458898 0.796875 -0.0168468 -0.993959 -0.108451
0.015625 0.458633 0.796875 -0.0168468 -0.993959 -0.108451
0.015625 0.456928 0.8125 -0.0168468 -0.993959 -0.108451
0 0.457193 0.8125 -0.0168468 -0.993959 -0.108451
0.015625 0.460234 0.78125 -0.0504944 -0.993057 -0.106249
0.03125 0.45944 0.78125 -0.0504944 -0.993057 -0.106249
0.03125 0.457768 0.796875 -0.0504944 -0.993057 -0.106249
0.015625 0.458563 0.796875 -0.0504944 -0.993057 -0.106249
0.015625 0.458788 0.796875 -0.050483 -0.992833 -0.108328
0.03125 0.457994 0.796875 -0.050483 -0.992833 -0.108328
0.03125 0.456289 0.8125 -0.050483 -0.992833 -0.108328
0.015625 0.457083 0.8125 -0.050483 -0.992833 -0.108328
0.03125 0.462395 0.75 -0.0840039 -0.991246 -0.101855
0.046875 0.461071 0.75 -0.0840039 -0.991246 -0.101855
0.046875 0.459466 0.765625 -0.0840039 -0.991246 -0.101855
0.03125 0.46079 0.765625 -0.0840039 -0.991246 -0.101855
0.03125 0.461036 0.765625 -0.0839858 -0.991032 -0.103932
0.046875 0.459712 0.765625 -0.0839858 -0.991032 -0.103932
0.046875 0.458073 0.78125 -0.0839858 -0.991032 -0.103932
0.03125 0.459397 0.78125 -0.0839858 -0.991032 -0.103932
0.046875 0.461343 0.75 -0.117209 -0.987906 -0.101511
0.0625 0.45949 0.75 -0.117209 -0.987906 -0.101511
0.0625 0.457884 0.765625 -0.117209 -0.987906 -0.101511
0.046875 0.459738 0.765625 -0.117209 -0.987906 -0.101511
0.046875 0.46002 0.765625 -0.117184 -0.987694 -0.103582
0.0625 0.458166 0.765625 -0.117184 -0.987694 -0.103582
0.0625 0.456527 0.78125 -0.117184 -0.987694 -0.103582
0.046875 0.458381 0.78125 -0.117184 -0.987694 -0.103582
0.03125 0.459653 0.78125 -0.0839673 -0.990814 -0.106009
0.046875 0.458329 0.78125 -0.0839673 -0.990814 -0.106009
0.046875 0.456657 0.796875 -0.0839673 -0.990814 -0.106009
0.03125 0.457981 0.796875 -0.0839673 -0.990814 -0.106009
0.03125 0.458246 0.796875 -0.083957 -0.99059 -0.108089
0.046875 0.456922 0.796875 -0.083957 -0.99059 -0.108089
0.046875 0.455217 0.8125 -0.083957 -0.99059 -0.108089
0.03125 0.456541 0.8125 -0.083957 -0.99059 -0.108089
0.0590009 0.453125 0.796875 -0.118146 -0.987067 -0.108355
0.0625 0.452706 0.796875 -0.118146 -0.987067 -0.108355
0.0625 0.450991 0.8125 -0.118146 -0.987067 -0.108355
0.046875 0.452861 0.8125 -0.118146 -0.987067 -0.108355
0.046875 0.453125 0.810097 -0.118146 -0.987067 -0.108355
0.046875 0.458674 0.78125 -0.117239 -0.987467 -0.105659
0.0625 0.456819 0.78125 -0.117239 -0.987467 -0.105659
0.0625 0.455147 0.796875 -0.117239 -0.987467 -0.105659
0.046875 0.457002 0.796875 -0.117239 -0.987467 -0.105659
0.046875 0.457322 0.796875 -0.118146 -0.987067 -0.108355
0.0625 0.455452 0.796875 -0.118146 -0.987067 -0.108355
0.0625 0.453736 0.8125 -0.118146 -0.987067 -0.108355
0.046875 0.455607 0.8125 -0.118146 -0.987067 -0.108355
0 0.452357 0.84375 -0.0169212 -0.99339 -0.113534
0 0.453125 0.837033 -0.0169212 -0.99339 -0.113534
0.015625 0.453125 0.834704 -0.0169212 -0.99339 -0.113534
0.015625 0.452091 0.84375 -0.0169212 -0.99339 -0.113534
0 0.457384 0.8125 -0.0168429 -0.99373 -0.110532
0.015625 0.457119 0.8125 -0.0168429 -0.99373 -0.110532
0.015625 0.455381 0.828125 -0.0168429 -0.99373 -0.110532
0 0.455646 0.828125 -0.0168429 -0.99373 -0.110532
0 0.455859 0.828125 -0.0169212 -0.99339 -0.113534
0.015625 0.455593 0.828125 -0.0169212 -0.99339 -0.113534
0.015625 0.453807 0.84375 -0.0169212 -0.99339 -0.113534
0 0.454073 0.84375 -0.0169212 -0.99339 -0.113534
0.0273064 0.453125 0.828125 -0.0512184 -0.992162 -0.11398
0.03125 0.452921 0.828125 -0.0512184 -0.992162 -0.11398
0.03125 0.451126 0.84375 -0.0512184 -0.992162 -0.11398
0.015625 0.451933 0.84375 -0.0512184 -0.992162 -0.11398
0.015625 0.453125 0.833374 -0.0512184 -0.992162 -0.11398
0.015625 0.457319 0.8125 -0.0504766 -0.992595 -0.110489
0.03125 0.456524 0.8125 -0.0504766 -0.992595 -0.110489
0.03125 0.454785 0.828125 -0.0504766 -0.992595 -0.110489
0.015625 0.455579 0.828125 -0.0504766 -0.992595 -0.110489
0.015625 0.45585 0.828125 -0.0512184 -0.992162 -0.11398
0.03125 0.455043 0.828125 -0.0512184 -0.992162 -0.11398
0.03125 0.453248 0.84375 -0.0512184 -0.992162 -0.11398
0.015625 0.454055 0.84375 -0.0512184 -0.992162 -0.11398
0 0.452534 0.84375 -0.0174164 -0.992907 -0.117609
0.015625 0.45226 0.84375 -0.0174164 -0.992907 -0.117609
0.015625 0.450409 0.859375 -0.0174164 -0.992907 -0.117609
0 0.450683 0.859375 -0.0174164 -0.992907 -0.117609
0 0.450878 0.859375 -0.0174127 -0.992524 -0.120798
0.015625 0.450604 0.859375 -0.0174127 -0.992524 -0.120798
0.015625 0.448702 0.875 -0.0174127 -0.992524 -0.120798
0 0.448976 0.875 -0.0174127 -0.992524 -0.120798
0 0.454311 0.84375 -0.0174164 -0.992907 -0.117609
0.015625 0.454037 0.84375 -0.0174164 -0.992907 -0.117609
0.015625 0.453125 0.851451 -0.0174164 -0.992907 -0.117609
0 0.453125 0.853765 -0.0174164 -0.992907 -0.117609
0.015625 0.452161 0.84375 -0.0521888 -0.991645 -0.117965
0.03125 0.451339 0.84375 -0.0521888 -0.991645 -0.117965
0.03125 0.44948 0.859375 -0.0521888 -0.991645 -0.117965
0.015625 0.450302 0.859375 -0.0521888 -0.991645 -0.117965
0.015625 0.450552 0.859375 -0.0521749 -0.991323 -0.120654
0.03125 0.44973 0.859375 -0.0521749 -0.991323 -0.120654
0.03125 0.447828 0.875 -0.0521749 -0.991323 -0.120654
