x,y,r
1.896896,0.746392,0.03505
1.899652,0.734834,0.035642
1.902149,0.721329,0.034864
1.9034,0.713199,0.034808
1.904396,0.69944,0.035162
1.905118,0.685445,0.036124
1.905495,0.672509,0.037573
1.905805,0.659709,0.039736
1.907125,0.644741,0.041755
1.908505,0.63212,0.042103
1.910112,0.619168,0.040104
1.91133,0.608433,0.033648
