x y n.x n.y
0.224609 0.330404 0.122482 -0.992471 1
0.224609 0.347216 -0.103915 0.994586 1
0.224609 0.40735 0.0348174 -0.999394 1
0.224609 0.416152 -0.036791 0.999323 1
0.227791 0.0498361 0.609746 -0.792597 3
0.229508 0.0527344 0.998879 0.047332 3
0.227481 0.0553723 0.597748 0.801684 3
0.228516 0.119591 -0.204573 -0.978851 1
0.228516 0.133785 0.245415 0.969418 1
0.228516 0.330782 0.0776167 -0.996983 1
0.228126 0.34755 -0.0676172 0.997711 1
0.228516 0.347819 -0.0676172 0.997711 1
0.228516 0.407437 0.0184339 -0.99983 1
0.228516 0.416267 -0.0225558 0.999746 1
0.232422 0.118945 -0.179572 -0.983745 1
0.232422 0.132357 0.217636 0.97603 1
0.23184 0.133118 0.217636 0.97603 1
0.232422 0.331019 0.0327526 -0.999463 1
0.232422 0.347946 -0.0313893 0.999507 1
0.232422 0.407468 0.00336262 -0.999994 1
0.232422 0.41633 -0.00851802 0.999964 1
0.236328 0.11836 -0.156098 -0.987742 1
0.236328 0.13169 0.189306 0.981918 1
0.236328 0.331079 -0.0115436 -0.999933 1
0.236328 0.347954 0.00465663 0.999989 1
0.236328 0.407458 -0.0111361 -0.999938 1
0.236328 0.416337 0.00563279 0.999984 1
0.240234 0.117837 -0.130155 -0.991494 1
0.240234 0.131104 0.161319 0.986902 1
0.240234 0.330914 -0.0555359 -0.998457 1
0.240234 0.347924 0.0397919 0.999208 1
0.240234 0.407399 -0.0257267 -0.999669 1
0.240234 0.416284 0.0197165 0.999806 1
0.244457 0.117015 -0.104816 -0.994492 1
0.24413 0.117392 -0.104816 -0.994492 1
0.244141 0.13059 0.135066 0.990837 1
0.244141 0.330606 -0.0997497 -0.995013 1
0.244141 0.34751 0.0746342 0.997211 1
0.243879 0.347783 0.0746342 0.997211 1
0.244141 0.407286 -0.0411057 -0.999155 1
0.244141 0.416179 0.0340405 0.99942 1
0.248047 0.116735 -0.0834387 -0.996513 1
0.248047 0.130148 0.108347 0.994113 1
0.248047 0.330165 -0.144725 -0.989472 1
0.248047 0.347125 0.11046 0.993881 1
0.248047 0.407118 -0.0580997 -0.998311 1
0.248047 0.416023 0.0489613 0.998801 1
0.251953 0.116493 -0.0615788 -0.998102 1
0.251953 0.129787 0.080397 0.996763 1
0.251953 0.329597 -0.192813 -0.981236 1
0.251953 0.34664 0.146503 0.98921 1
0.251953 0.40689 -0.0762275 -0.99709 1
0.251953 0.415814 0.0642728 0.997932 1
0.255859 0.116331 -0.0393112 -0.999227 1
0.255859 0.129514 0.0527286 0.998609 1
0.255859 0.328894 -0.244232 -0.969717 1
0.255859 0.346058 0.182202 0.983261 1
0.255859 0.406597 -0.0897191 -0.995967 1
0.255859 0.415555 0.0792217 0.996857 1
0.259766 0.116241 -0.0191181 -0.999817 1
0.259766 0.129332 0.0266331 0.999645 1
0.259766 0.327273 -0.290616 -0.95684 1
