x y n.x n.y
0.258671 0.328386 -0.290616 -0.95684 1
0.259766 0.345382 0.219868 0.97553 1
0.259766 0.405931 -0.10371 -0.994608 1
0.25888 0.406361 -0.10371 -0.994608 1
0.259766 0.415249 0.0936872 0.995602 1
0.263672 0.116223 0.00077598 -1 1
0.263672 0.12924 0.00190563 0.999998 1
0.263672 0.326247 -0.33399 -0.942577 1
0.263672 0.344604 0.260643 0.965435 1
0.263672 0.405504 -0.124234 -0.992253 1
0.263672 0.4149 0.10931 0.994008 1
0.267578 0.116245 0.021865 -0.999761 1
0.267578 0.129311 -0.0226846 0.999743 1
0.268503 0.323788 -0.386558 -0.922265 1
0.267578 0.325108 -0.386558 -0.922265 1
0.267578 0.342924 0.300292 0.953847 1
0.266551 0.344042 0.300292 0.953847 1
0.267578 0.405016 -0.144498 -0.989505 1
0.267578 0.414496 0.122009 0.992529 1
0.271484 0.116346 0.0450152 -0.998986 1
0.271484 0.129479 -0.0482526 0.998835 1
0.271484 0.322809 -0.441213 -0.897403 1
0.271484 0.341875 0.338546 0.94095 1
0.271484 0.404477 -0.162734 -0.98667 1
0.271484 0.413635 0.133233 0.991085 1
0.270501 0.414193 0.133233 0.991085 1
0.275391 0.116532 0.0694824 -0.997583 1
0.275391 0.129735 -0.0748496 0.997195 1
0.276296 0.319714 -0.495951 -0.868351 1
0.275275 0.321362 -0.495951 -0.868351 1
0.276326 0.339426 0.379934 0.925014 1
0.275391 0.340727 0.379934 0.925014 1
0.275391 0.403891 -0.182565 -0.983194 1
0.275391 0.413131 0.147999 0.988988 1
0.279297 0.116799 0.0938109 -0.99559 1
0.279297 0.130076 -0.10174 0.994811 1
0.279297 0.318484 -0.55132 -0.834294 1
0.279297 0.338491 0.421245 0.906947 1
0.279297 0.403245 -0.20262 -0.979257 1
0.279297 0.412584 0.163924 0.986473 1
0.282415 0.117051 0.116305 -0.993214 1
0.283203 0.117531 0.116305 -0.993214 1
0.283203 0.130497 -0.129555 0.991572 1
0.283516 0.315157 -0.605799 -0.795617 1
0.282325 0.317178 -0.58333 -0.812235 1
0.284283 0.335479 0.464907 0.885359 1
0.283203 0.337062 0.464907 0.885359 1
0.283224 0.401907 -0.220683 -0.975346 1
0.282673 0.402666 -0.220683 -0.975346 1
0.283203 0.411993 0.182669 0.983174 1
0.287109 0.118001 0.138443 -0.99037 1
0.287109 0.131001 -0.157628 0.987499 1
0.28829 0.213562 -0.856472 -0.516193 1
0.288175 0.216797 -0.999806 0.0197032 1
0.288518 0.219701 -0.867858 0.496812 1
0.287807 0.311363 -0.67106 -0.741403 1
0.286522 0.313656 -0.646004 -0.763334 1
0.287109 0.334423 0.511322 0.859389 1
0.287109 0.40113 -0.23968 -0.970852 1
0.287109 0.411344 0.204674 0.97883 1
0.291016 0.118537 0.162853 -0.98665 1
0.291016 0.13158 -0.184584 0.982817 1
0.291829 0.210394 -0.430406 -0.902635 1
0.290712 0.212366 -0.654618 -0.75596 1
0.290286 0.220796 -0.835333 0.549744 1
0.291917 0.223835 -0.746223 0.665696 1
0.291842 0.307337 -0.744426 -0.667705 1
0.290426 0.309961 -0.70805 -0.706163 1
0.291627 0.331131 0.557319 0.830298 1
0.290503 0.332996 0.556385 0.830924 1
0.291016 0.400299 -0.262334 -0.964977 1
0.291625 0.409846 0.224611 0.974448 1
0.291016 0.410633 0.224611 0.974448 1
0.294922 0.119143 0.187149 -0.982332 1
0.294922 0.13223 -0.21093 0.977501 1
0.295815 0.133041 -0.21093 0.977501 1
0.294911 0.210812 0.0646886 -0.997905 1
0.295119 0.211051 0.0646886 -0.997905 1
0.294292 0.225122 -0.736565 0.676367 1
0.295766 0.227828 -0.75195 0.65922 1
0.295619 0.303011 -0.800402 -0.599463 1
0.294104 0.306045 -0.76712 -0.641503 1
0.29611 0.327523 0.618381 0.785878 1
0.294883 0.329582 0.605747 0.795657 1
0.294922 0.399402 -0.284064 -0.958805 1
0.294922 0.409192 0.243413 0.969923 1
0.298828 0.119809 0.210542 -0.977585 1
0.298828 0.133625 -0.238249 0.971204 1
0.298828 0.21247 0.435502 -0.900188 1
0.298028 0.229057 -0.774495 0.63258 1
0.299563 0.232255 -0.826142 0.563461 1
0.300157 0.295733 -0.877458 -0.479653 1
0.298872 0.298828 -0.840816 -0.541322 1
0.297615 0.301831 -0.817274 -0.576249 1
0.298828 0.326174 0.654617 0.75596 1
0.298828 0.397663 -0.303035 -0.952979 1
0.297878 0.398756 -0.303035 -0.952979 1
0.298828 0.408346 0.265313 0.964162 1
0.302734 0.120538 0.234508 -0.972114 1
0.30348 0.121385 0.234508 -0.972114 1
0.302734 0.134473 -0.269003 0.963139 1
0.302222 0.213836 0.573321 -0.819331 1
0.303408 0.215766 0.584798 -0.811179 1
0.301412 0.233378 -0.845027 0.534724 1
0.302433 0.236328 -0.884761 0.466044 1
0.303788 0.240234 -0.920213 0.391418 1
0.304139 0.287621 -0.934553 -0.355824 1
0.303055 0.291016 -0.909206 -0.416348 1
0.30173 0.294705 -0.877458 -0.479653 1
0.302835 0.322387 0.703144 0.711048 1
0.301474 0.324861 0.679487 0.733688 1
0.302734 0.396636 -0.32533 -0.945601 1
0.302734 0.40744 0.287569 0.95776 1
0.306641 0.122046 0.260664 -0.96543 1
0.306641 0.135405 -0.302207 0.953242 1
0.306298 0.217282 0.673768 -0.738943 1
0.307646 0.21975 0.725809 -0.687896 1
0.305129 0.241149 -0.920213 0.391418 1
0.305861 0.244141 -0.945626 0.325257 1
0.306778 0.248047 -0.967361 0.253402 1
0.307539 0.251953 -0.981141 0.193296 1
0.308158 0.255859 -0.990872 0.134805 1
0.308378 0.271484 -0.994003 -0.109349 1
0.307822 0.275391 -0.985216 -0.171315 1
0.307105 0.279297 -0.972439 -0.233159 1
0.306235 0.283203 -0.955734 -0.294232 1
0.30532 0.286818 -0.934553 -0.355824 1
0.30803 0.315704 0.779728 0.626119 1
0.306695 0.318359 0.750735 0.660604 1
0.305354 0.321018 0.726995 0.686643 1
0.306641 0.395544 -0.348176 -0.937429 1
0.30673 0.405649 0.306845 0.95176 1
0.306015 0.406678 0.306845 0.95176 1
0.310547 0.122957 0.28823 -0.957561 1
0.309987 0.136225 -0.334072 0.942548 1
0.310746 0.13734 -0.334072 0.942548 1
0.309964 0.221076 0.75554 -0.655103 1
0.311452 0.224048 0.798906 -0.601456 1
0.308724 0.256856 -0.990872 0.134805 1
0.308879 0.259766 -0.9972 0.0747835 1
0.308955 0.263672 -0.999906 0.0136915 1
0.308941 0.267578 -0.998851 -0.0479288 1
0.308778 0.271205 -0.994003 -0.109349 1
0.31166 0.311248 0.830539 0.556961 1
0.310101 0.314453 0.792624 0.609711 1
0.310547 0.393499 -0.371798 -0.928314 1
0.309396 0.394853 -0.371798 -0.928314 1
0.310547 0.404641 0.327272 0.94493 1
0.314453 0.123936 0.316776 -0.9485 1
0.314453 0.138413 -0.363968 0.931411 1
0.313473 0.225232 0.807045 -0.590489 1
0.314948 0.228516 0.839339 -0.543608 1
0.315988 0.303875 0.88885 0.458198 1
0.314971 0.306641 0.86263 0.505836 1
0.313505 0.310093 0.830729 0.556677 1
0.314453 0.392251 -0.40042 -0.916332 1
0.314453 0.403544 0.350273 0.936648 1
0.317396 0.124635 0.345768 -0.93832 1
0.318359 0.125856 0.345768 -0.93832 1
0.318359 0.139634 -0.393217 0.919446 1
0.319412 0.14101 -0.393217 0.919446 1
0.317708 0.232422 0.877464 -0.479642 1
0.31915 0.236328 0.907293 -0.420498 1
0.319913 0.295816 0.935566 0.353152 1
0.318988 0.298828 0.913566 0.406691 1
0.317579 0.302734 0.88885 0.458198 1
0.318617 0.389817 -0.430428 -0.902625 1
0.317688 0.391236 -0.430428 -0.902625 1
0.318359 0.401484 0.373448 0.927651 1
0.317432 0.402756 0.373448 0.927651 1
0.322266 0.127028 0.373172 -0.927762 1
0.322266 0.141902 -0.42474 0.905316 1
0.320671 0.237507 0.907293 -0.420498 1
0.321362 0.240234 0.931908 -0.362695 1
0.322412 0.244141 0.953945 -0.299981 1
0.323324 0.248047 0.968856 -0.247624 1
0.323971 0.251228 0.980267 -0.197678 1
0.323857 0.283446 0.978382 0.206807 1
0.323098 0.287109 0.966462 0.25681 1
0.322165 0.291016 0.952504 0.304525 1
0.321116 0.294922 0.935566 0.353152 1
0.322266 0.388486 -0.461161 -0.887317 1
0.322266 0.400232 0.399279 0.916829 1
0.325922 0.128162 0.400421 -0.916331 1
0.326805 0.129483 0.400421 -0.916331 1
0.326172 0.143337 -0.458326 0.888784 1
0.327339 0.144937 -0.458326 0.888784 1
0.324707 0.251953 0.980267 -0.197678 1
0.325252 0.255859 0.989428 -0.145028 1
0.325638 0.259766 0.99577 -0.0918845 1
0.325862 0.263672 0.999159 -0.0410001 1
0.325914 0.267578 0.999959 0.00900603 1
0.3258 0.271484 0.998282 0.0585914 1
0.32552 0.275391 0.994214 0.107417 1
0.325091 0.279297 0.987664 0.156586 1
0.324577 0.282944 0.978382 0.206807 1
0.326417 0.385754 -0.491777 -0.870721 1
0.325385 0.387378 -0.491777 -0.870721 1
0.32661 0.397726 0.425083 0.905154 1
0.32569 0.399129 0.425083 0.905154 1
0.330078 0.130563 0.43042 -0.902629 1
0.330078 0.145915 -0.495656 0.868519 1
0.330078 0.384215 -0.520948 -0.853589 1
0.330078 0.396506 0.451417 0.892313 1
0.333773 0.131902 0.463281 -0.886212 1
0.334766 0.133425 0.463281 -0.886212 1
0.333645 0.147414 -0.53568 0.844421 1
0.33476 0.149185 -0.53568 0.844421 1
0.333984 0.381346 -0.55165 -0.834076 1
0.33444 0.393714 0.479303 0.87765 1
0.33343 0.395295 0.479303 0.87765 1
0.337891 0.134606 0.49781 -0.867286 1
0.337891 0.150586 -0.570971 0.82097 1
0.338448 0.3779 -0.584867 -0.811129 1
0.337277 0.379861 -0.580204 -0.814471 1
0.337891 0.392336 0.507936 0.861395 1
0.341139 0.135899 0.53493 -0.844896 1
0.342252 0.137669 0.535725 -0.844392 1
0.340665 0.151746 -0.588597 0.808427 1
0.341866 0.153775 -0.604838 0.796348 1
0.342826 0.374262 -0.624259 -0.781217 1
0.341586 0.376371 -0.618267 -0.785968 1
0.341912 0.389453 0.537762 0.843097 1
0.340811 0.391227 0.52813 0.849164 1
0.345698 0.139267 0.571775 -0.820411 1
0.346867 0.14118 0.575498 -0.817804 1
0.344937 0.155292 -0.627971 0.778237 1
0.346194 0.157471 -0.641028 0.767518 1
0.347022 0.37053 -0.663894 -0.747826 1
0.345703 0.372798 -0.650796 -0.759253 1
0.346557 0.385961 0.567319 0.823498 1
0.345406 0.387869 0.570452 0.821331 1
0.349609 0.142409 0.603936 -0.797033 1
0.349006 0.158941 -0.669158 0.743121 1
0.350338 0.161317 -0.68788 0.725824 1
0.349609 0.369185 -0.685051 -0.728495 1
0.349609 0.384523 0.60646 0.795114 1
0.352513 0.143774 0.623212 -0.782053 1
0.353766 0.145939 0.637105 -0.770777 1
0.352902 0.162715 -0.70926 0.704947 1
0.354304 0.165307 -0.729921 0.683531 1
0.35359 0.365238 -0.719973 -0.694002 1
0.352203 0.367821 -0.702903 -0.711286 1
0.353516 0.381175 0.642477 0.766305 1
0.352248 0.383362 0.625933 0.779877 1
0.356634 0.147414 0.659767 -0.751471 1
0.357948 0.149738 0.673727 -0.73898 1
0.356668 0.166628 -0.745272 0.66676 1
0.358137 0.169453 -0.767966 0.640491 1
0.358701 0.35855 -0.774238 -0.632895 1
0.35727 0.361328 -0.752284 -0.658839 1
0.35603 0.363893 -0.73661 -0.676318 1
0.357691 0.377357 0.677111 0.735881 1
0.356377 0.379713 0.663695 0.748004 1
0.360589 0.15116 0.698119 -0.715982 1
0.361972 0.153696 0.718406 -0.695624 1
0.360317 0.170706 -0.778731 0.627358 1
0.361833 0.173781 -0.796174 0.605068 1
0.362359 0.354188 -0.811483 -0.584376 1
0.360822 0.357286 -0.782188 -0.623042 1
0.361727 0.373398 0.717694 0.696359 1
0.360341 0.375942 0.698165 0.715937 1
0.3644 0.155039 0.734496 -0.678614 1
0.365848 0.1578 0.756507 -0.653986 1
0.363858 0.174989 -0.808298 0.588773 1
0.365007 0.177734 -0.821493 0.570219 1
0.366415 0.180911 -0.845377 0.53417 1
0.365861 0.349609 -0.836601 -0.547812 1
0.364309 0.352996 -0.812695 -0.58269 1
0.36561 0.369299 0.75115 0.660131 1
0.364169 0.372049 0.732258 0.681027 1
0.368089 0.159077 0.767248 -0.641351 1
0.369585 0.162062 0.783972 -0.620797 1
0.368191 0.182006 -0.845377 0.53417 1
0.369664 0.185547 -0.866803 0.498651 1
0.370662 0.188319 -0.884426 0.466681 1
0.370189 0.342133 -0.872636 -0.488372 1
0.368708 0.345703 -0.855974 -0.517018 1
0.36769 0.348464 -0.848948 -0.528476 1
0.370501 0.362499 0.796663 0.604424 1
0.369209 0.365234 0.778224 0.627986 1
0.36788 0.368007 0.763665 0.645612 1
0.371679 0.163294 0.795557 -0.605879 1
0.372855 0.166016 0.809485 -0.587141 1
0.374255 0.169098 0.834489 -0.551024 1
0.372273 0.189453 -0.884426 0.466681 1
0.373743 0.193359 -0.899599 0.436718 1
0.374629 0.196144 -0.913168 0.407583 1
0.374241 0.334332 -0.904002 -0.427529 1
0.372952 0.337891 -0.888607 -0.458669 1
0.371798 0.341101 -0.872636 -0.488372 1
0.374084 0.358034 0.825721 0.564079 1
0.372519 0.361286 0.80175 0.59766 1
0.376094 0.170222 0.833996 -0.55177 1
0.377677 0.173828 0.855559 -0.517706 1
0.376075 0.197266 -0.913168 0.407583 1
0.377345 0.201172 -0.925335 0.379151 1
0.378356 0.204592 -0.936233 0.351379 1
0.377931 0.326172 -0.930873 -0.365343 1
0.376694 0.330078 -0.918311 -0.39586 1
0.375649 0.333403 -0.904002 -0.427529 1
0.378464 0.350783 0.869696 0.493587 1
0.377424 0.353516 0.849131 0.528183 1
0.375958 0.356875 0.826393 0.563093 1
0.379403 0.174937 0.86179 -0.507266 1
0.380383 0.177734 0.874365 -0.485269 1
0.381868 0.181541 0.890928 -0.454144 1
0.379526 0.205381 -0.936233 0.351379 1
0.380494 0.208984 -0.946461 0.322817 1
0.381499 0.212891 -0.955404 0.295302 1
0.382352 0.216478 -0.962572 0.271027 1
0.382578 0.31163 -0.965454 -0.260572 1
0.381951 0.314453 -0.958366 -0.285544 1
0.380972 0.318359 -0.951078 -0.308952 1
0.379936 0.322266 -0.942087 -0.335368 1
0.37925 0.325093 -0.930873 -0.365343 1
0.381743 0.345703 0.885763 0.464137 1
0.38017 0.349609 0.868895 0.494997 1
0.383363 0.182514 0.890928 -0.454144 1
0.384336 0.185547 0.904941 -0.425537 1
0.385671 0.189453 0.917266 -0.398276 1
0.383271 0.217121 -0.962572 0.271027 1
0.38402 0.220703 -0.96922 0.246197 1
0.38479 0.224609 -0.975543 0.219809 1
0.385492 0.228516 -0.980757 0.195231 1
0.386135 0.232422 -0.984968 0.172736 1
0.386566 0.235356 -0.988171 0.153355 1
0.386413 0.295024 -0.98659 -0.163218 1
0.385818 0.298828 -0.982824 -0.184546 1
0.385143 0.302734 -0.977963 -0.208779 1
0.384401 0.306641 -0.972147 -0.234371 1
0.383594 0.310547 -0.965454 -0.260572 1
0.386384 0.335118 0.925781 0.378061 1
0.385564 0.337891 0.913975 0.40577 1
0.384202 0.341797 0.90074 0.434359 1
0.383295 0.344672 0.885856 0.463961 1
0.387085 0.190564 0.917266 -0.398276 1
0.387837 0.193359 0.927994 -0.372595 1
0.389 0.197266 0.937741 -0.347335 1
0.390027 0.200969 0.946241 -0.323463 1
0.387198 0.236328 -0.988171 0.153355 1
0.387685 0.240234 -0.991161 0.132667 1
0.388095 0.244141 -0.994052 0.108903 1
0.388438 0.248047 -0.996171 0.0874288 1
0.388718 0.251953 -0.997713 0.0675994 1
0.388936 0.255859 -0.998837 0.0482176 1
0.389087 0.259766 -0.999605 0.0281068 1
0.389164 0.263672 -0.999976 0.00687148 1
0.389145 0.267578 -0.999887 -0.0150504 1
0.389037 0.271484 -0.999317 -0.0369556 1
0.388853 0.275391 -0.998267 -0.058848 1
0.388596 0.279297 -0.996774 -0.0802572 1
0.388272 0.283203 -0.994942 -0.100446 1
0.38789 0.287109 -0.992715 -0.120484 1
0.387448 0.291016 -0.989863 -0.142023 1
0.386991 0.294617 -0.98659 -0.163218 1
0.389994 0.32628 0.946175 0.323656 1
0.388934 0.330078 0.936903 0.349588 1
0.387759 0.333984 0.925781 0.378061 1
0.391109 0.20171 0.946241 -0.323463 1
0.391929 0.205078 0.954025 -0.299727 1
0.392866 0.208984 0.961433 -0.275039 1
0.393743 0.212891 0.967911 -0.251295 1
0.394316 0.215756 0.973204 -0.229943 1
0.39428 0.311429 0.973512 0.228635 1
0.393672 0.314453 0.968214 0.250122 1
0.392801 0.318359 0.961623 0.274376 1
0.391864 0.322266 0.953937 0.300007 1
0.391076 0.325538 0.946175 0.323656 1
0.395219 0.216797 0.973204 -0.229943 1
0.395945 0.220703 0.978177 -0.207772 1
0.396602 0.224609 0.982955 -0.183845 1
0.3972 0.228516 0.98677 -0.162129 1
0.39774 0.232422 0.989866 -0.142003 1
0.398207 0.236188 0.992036 -0.125958 1
0.398217 0.291283 0.991566 0.129601 1
0.397742 0.294922 0.988525 0.151054 1
0.397166 0.298828 0.984928 0.172962 1
0.396536 0.302734 0.981422 0.191864 1
0.395862 0.306641 0.977825 0.209422 1
0.395143 0.310547 0.973512 0.228635 1
0.398658 0.236545 0.992036 -0.125958 1
0.399039 0.240234 0.993818 -0.111026 1
0.399387 0.244141 0.99579 -0.0916607 1
0.399666 0.248047 0.997453 -0.0713213 1
0.399884 0.251953 0.998612 -0.0526642 1
0.40004 0.255859 0.999393 -0.0348274 1
0.400135 0.259766 0.999842 -0.0177721 1
0.400167 0.263672 1 -0.000997411 1
0.400142 0.267578 0.999869 0.0161607 1
0.400052 0.271484 0.999427 0.0338334 1
0.399899 0.275391 0.99866 0.0517496 1
0.399684 0.279297 0.997552 0.0699241 1
0.39941 0.283203 0.996034 0.0889709 1
0.399074 0.287109 0.99401 0.109293 1
0.398684 0.29095 0.991566 0.129601 1
