x y n.x n.y
0.407842 0.194083 -0.894574 0.44692 1
0.408923 0.149414 0.816964 -0.576688 1
0.409694 0.151072 0.827124 -0.56202 1
0.408577 0.194564 -0.894574 0.44692 1
0.40918 0.196289 -0.900473 0.434912 1
0.40979 0.198052 -0.906357 0.422514 1
0.410631 0.151645 0.827307 -0.56175 1
0.41138 0.15332 0.836905 -0.547348 1
0.410485 0.198513 -0.906357 0.422514 1
0.411033 0.200195 -0.911809 0.410615 1
0.411688 0.202142 -0.91711 0.398634 1
0.41233 0.153948 0.845112 -0.534589 1
0.412826 0.155273 0.846612 -0.532211 1
0.413588 0.157037 0.856234 -0.516589 1
0.412344 0.202584 -0.91711 0.398634 1
0.412791 0.204102 -0.92137 0.388687 1
0.413414 0.206055 -0.925934 0.377685 1
0.413848 0.207577 -0.930368 0.366628 1
0.414442 0.157575 0.856234 -0.516589 1
0.415072 0.15918 0.865676 -0.500605 1
0.415679 0.160761 0.873806 -0.486275 1
0.414463 0.208008 -0.930368 0.366628 1
0.41505 0.209961 -0.934518 0.355917 1
0.415617 0.211914 -0.938755 0.344585 1
0.416481 0.161274 0.873806 -0.486275 1
0.417189 0.163086 0.880753 -0.473576 1
0.417707 0.164564 0.88673 -0.462289 1
0.416209 0.212364 -0.938755 0.344585 1
0.416597 0.213867 -0.941036 0.338307 1
0.417143 0.21582 -0.944339 0.328974 1
0.417656 0.217734 -0.948719 0.316121 1
0.418469 0.165056 0.88673 -0.462289 1
0.419205 0.166992 0.893004 -0.450048 1
0.419688 0.168451 0.899879 -0.43614 1
0.418184 0.218104 -0.948719 0.316121 1
0.418581 0.219727 -0.951437 0.307845 1
0.419078 0.22168 -0.954119 0.299426 1
0.41956 0.223633 -0.956605 0.291387 1
0.42042 0.168945 0.899879 -0.43614 1
0.421116 0.170898 0.907104 -0.420907 1
0.421614 0.172461 0.913478 -0.406888 1
0.420083 0.224082 -0.956605 0.291387 1
0.420418 0.225586 -0.958116 0.286379 1
0.420883 0.227539 -0.961598 0.274462 1
0.421321 0.229492 -0.966196 0.25781 1
0.42168 0.23121 -0.966913 0.255105 1
0.422285 0.172907 0.913478 -0.406888 1
0.42291 0.174805 0.918637 -0.395103 1
0.423481 0.176613 0.922721 -0.385468 1
0.42211 0.231532 -0.966913 0.255105 1
0.422521 0.233398 -0.965747 0.259486 1
0.42295 0.235352 -0.968465 0.24915 1
0.423351 0.237305 -0.973802 0.227397 1
0.423667 0.239001 -0.975886 0.218282 1
0.424117 0.177043 0.922721 -0.385468 1
0.424617 0.178711 0.925759 -0.378115 1
0.425223 0.180664 0.929968 -0.36764 1
0.42561 0.18209 0.934244 -0.356633 1
0.424037 0.239298 -0.975886 0.218282 1
0.424405 0.241211 -0.974622 0.223859 1
0.424785 0.243164 -0.974734 0.223367 1
0.425154 0.245117 -0.977364 0.211564 1
0.425505 0.24707 -0.980947 0.194276 1
0.426251 0.182617 0.934244 -0.356633 1
0.426821 0.18457 0.939296 -0.343107 1
0.427366 0.186523 0.944636 -0.32812 1
0.42588 0.24755 -0.980947 0.194276 1
0.426105 0.249023 -0.982302 0.187303 1
0.426428 0.250977 -0.982069 0.188519 1
0.426746 0.25293 -0.982752 0.184926 1
0.427057 0.254883 -0.983803 0.179251 1
0.427362 0.256836 -0.985458 0.169917 1
0.427614 0.258554 -0.987139 0.159862 1
0.427927 0.186945 0.944636 -0.32812 1
0.428304 0.188477 0.947871 -0.318655 1
0.428816 0.19043 0.950659 -0.310236 1
0.429316 0.192383 0.952881 -0.303343 1
0.427897 0.258789 -0.987139 0.159862 1
0.428166 0.260742 -0.98797 0.154646 1
0.42843 0.262695 -0.988517 0.151106 1
0.428688 0.264648 -0.989233 0.146349 1
0.428939 0.266602 -0.989939 0.141498 1
0.429183 0.268555 -0.990635 0.136534 1
0.429421 0.270508 -0.991497 0.13013 1
0.429608 0.272124 -0.992377 0.123237 1
0.429855 0.192834 0.952881 -0.303343 1
0.430204 0.194336 0.953881 -0.300184 1
0.430692 0.196289 0.956453 -0.291887 1
0.431161 0.198242 0.960459 -0.278422 1
0.431491 0.199757 0.963473 -0.267805 1
0.42985 0.272461 -0.992377 0.123237 1
0.43006 0.274414 -0.992988 0.118211 1
0.430264 0.276367 -0.993501 0.113822 1
0.430461 0.27832 -0.994062 0.108812 1
0.43065 0.280273 -0.994595 0.103832 1
0.430832 0.282227 -0.995071 0.0991678 1
0.431007 0.28418 -0.995505 0.0947074 1
0.431176 0.286133 -0.995915 0.0902944 1
0.431337 0.288086 -0.996309 0.0858449 1
0.431492 0.290039 -0.996718 0.080955 1
0.431603 0.291512 -0.997117 0.0758744 1
0.431979 0.200195 0.963473 -0.267805 1
0.432411 0.202148 0.966486 -0.256718 1
0.432825 0.204102 0.969532 -0.244966 1
0.433225 0.206055 0.971237 -0.238113 1
0.433486 0.20747 0.971297 -0.237871 1
0.431771 0.291992 -0.997117 0.0758744 1
0.431903 0.293945 -0.997463 0.0711827 1
0.432026 0.295898 -0.997768 0.0667737 1
0.432144 0.297852 -0.998039 0.0625988 1
0.432254 0.299805 -0.998288 0.0584823 1
0.432357 0.301758 -0.998525 0.0543006 1
0.432454 0.303711 -0.998737 0.0502344 1
0.432544 0.305664 -0.998931 0.0462358 1
0.432626 0.307617 -0.999109 0.0421953 1
0.432702 0.30957 -0.999264 0.038365 1
0.432771 0.311523 -0.999404 0.0345161 1
0.432834 0.313477 -0.999531 0.0306265 1
0.432889 0.31543 -0.999633 0.0271065 1
0.432939 0.317383 -0.999722 0.0235674 1
0.432981 0.319336 -0.999802 0.0199012 1
0.433017 0.321289 -0.999866 0.0163495 1
0.433047 0.323242 -0.999917 0.0129101 1
0.43307 0.325195 -0.999954 0.00958248 1
0.433087 0.327148 -0.999981 0.00615163 1
0.433097 0.329102 -0.999996 0.00288536 1
0.433101 0.331055 -1 -7.10181e-05 1
0.433096 0.333008 -0.999994 -0.00342979 1
0.433084 0.334961 -0.999968 -0.00793811 1
0.433061 0.336914 -0.999902 -0.0139874 1
0.433024 0.338867 -0.99976 -0.0218989 1
0.432971 0.34082 -0.999531 -0.0306236 1
0.432903 0.342773 -0.999342 -0.0362645 1
0.432834 0.344727 -0.999645 -0.0266356 1
0.432803 0.34668 -0.999489 0.0319571 1
0.432916 0.348633 -0.984156 0.177302 1
0.433233 0.350357 -0.900434 0.434992 1
0.433955 0.208008 0.971297 -0.237871 1
0.434354 0.209961 0.971857 -0.235571 1
0.43474 0.211914 0.97388 -0.227063 1
0.435114 0.213867 0.976057 -0.217515 1
0.435407 0.215497 0.977975 -0.208724 1
0.433924 0.35103 -0.849709 0.527252 1
0.434593 0.352355 -0.639343 0.768922 1
0.435782 0.21582 0.977975 -0.208724 1
0.436125 0.217773 0.980014 -0.19893 1
0.43645 0.219727 0.982393 -0.186828 1
0.436758 0.22168 0.983941 -0.178496 1
0.43706 0.223633 0.984586 -0.174899 1
0.437343 0.225493 0.984535 -0.175191 1
0.436523 0.352881 0.346087 0.938202 1
0.437649 0.225727 0.984535 -0.175191 1
0.437929 0.227539 0.984255 -0.176753 1
0.43823 0.229492 0.985119 -0.171875 1
0.438516 0.231445 0.986877 -0.161475 1
0.438788 0.233398 0.988751 -0.149571 1
0.439042 0.235352 0.990683 -0.13619 1
0.439275 0.237305 0.991983 -0.12637 1
0.439224 0.34082 0.98718 0.159608 1
0.438986 0.342773 0.992826 0.11957 1
0.438844 0.344727 0.998521 0.0543756 1
0.438829 0.34668 0.99999 0.00447116 1
0.43882 0.348633 0.996886 0.078859 1
0.438511 0.350586 0.913629 0.40655 1
0.438004 0.352166 0.76751 0.641037 1
0.439525 0.237716 0.991983 -0.12637 1
0.439699 0.239258 0.991755 -0.128148 1
0.439933 0.241211 0.991404 -0.130837 1
0.440158 0.243164 0.992117 -0.125311 1
0.440372 0.245117 0.992937 -0.118641 1
0.440577 0.24707 0.993603 -0.11293 1
0.440775 0.249023 0.994167 -0.107851 1
0.440965 0.250977 0.994713 -0.102692 1
0.441148 0.25293 0.99541 -0.0956977 1
0.44132 0.254883 0.996169 -0.0874526 1
0.441351 0.325596 0.995379 0.0960229 1
0.441207 0.327148 0.994729 0.102542 1
0.441013 0.329102 0.99387 0.110559 1
0.440806 0.331055 0.992692 0.120673 1
0.440581 0.333008 0.99102 0.133712 1
0.440334 0.334961 0.988858 0.14886 1
0.440066 0.336914 0.98661 0.1631 1
0.439777 0.338867 0.9853 0.170835 1
0.439544 0.340404 0.98718 0.159608 1
0.441479 0.255026 0.996169 -0.0874526 1
0.441617 0.256836 0.996604 -0.0823458 1
0.441762 0.258789 0.996851 -0.0792938 1
0.441902 0.260742 0.997172 -0.0751491 1
0.442033 0.262695 0.997504 -0.0706088 1
0.442158 0.264648 0.997825 -0.0659202 1
0.442274 0.266602 0.998134 -0.0610588 1
0.442382 0.268555 0.998422 -0.0561613 1
0.442482 0.270508 0.998681 -0.0513371 1
0.442574 0.272461 0.998916 -0.0465553 1
0.442658 0.274414 0.999126 -0.0418094 1
0.442734 0.276367 0.999313 -0.0370485 1
0.442801 0.27832 0.999479 -0.0322615 1
0.44286 0.280273 0.999623 -0.0274518 1
0.44291 0.282227 0.999744 -0.0226264 1
0.442951 0.28418 0.999841 -0.0178147 1
0.442983 0.286133 0.999916 -0.0129753 1
0.443007 0.288086 0.999967 -0.00807178 1
0.443021 0.290039 0.999995 -0.00322061 1
0.443023 0.291992 0.999999 0.00154455 1
0.443013 0.293945 0.99998 0.00639743 1
0.442992 0.295898 0.999935 0.0113961 1
0.442963 0.297852 0.999865 0.0164136 1
0.442924 0.299805 0.99977 0.0214538 1
0.442875 0.301758 0.999645 0.026635 1
0.442817 0.303711 0.999491 0.0318924 1
0.44275 0.305664 0.999312 0.0370931 1
0.442674 0.307617 0.999101 0.0424033 1
0.442588 0.30957 0.998847 0.048004 1
0.442493 0.311523 0.998554 0.0537535 1
0.442387 0.313477 0.998231 0.0594515 1
0.442273 0.31543 0.997871 0.0652195 1
0.442148 0.317383 0.99746 0.0712256 1
0.442014 0.319336 0.997004 0.0773459 1
0.44187 0.321289 0.996507 0.0835073 1
0.441717 0.323242 0.995959 0.0898095 1
0.441553 0.325195 0.995379 0.0960229 1
